epsilon_j0,alpha_inflow,distribution,final_load,avg_load,load_std,load_inflation,converged
15.9,0.73,Uniform,0.950003,0.5234324858,0.42682153067301165,0.04686497160000003,False
15.9,0.72,Uniform,0.16371,0.5216488108,0.41833981048401425,0.04329762160000006,False
15.9,0.71,Uniform,1.0,0.5230094186,0.4242942622450822,0.04601883720000011,False
15.9,0.7,Uniform,1.0,0.5214716281999999,0.4135899863586288,0.04294325639999985,False
15.9,0.69,Uniform,1.0,0.5209890856,0.40866504046420243,0.041978171200000025,False
15.9,0.68,Uniform,0.062672,0.5213065304,0.4107092991812071,0.042613060799999936,False
15.9,0.67,Uniform,0.377059,0.5205625876,0.4024709150256354,0.04112517519999992,False
15.9,0.66,Uniform,0.070757,0.5198272024,0.3972084665532402,0.03965440480000004,False
15.9,0.65,Uniform,0.377279,0.5196583814000001,0.3942760875245531,0.03931676280000018,False
15.9,0.64,Uniform,0.685448,0.5186991162,0.3843166452424355,0.03739823239999995,False
15.9,0.63,Uniform,1.0,0.5182761344000001,0.3841906456575981,0.036552268800000176,False
15.9,0.62,Uniform,0.110515,0.5176142668,0.37639643475212786,0.0352285336,False
15.9,0.61,Uniform,0.154811,0.5165456272,0.36625039761859834,0.033091254399999936,False
15.9,0.6,Uniform,1.0,0.5161587332,0.3620446802846374,0.032317466400000106,False
15.9,0.5900000000000001,Uniform,0.280699,0.5152275672,0.353586724789051,0.030455134399999917,False
15.9,0.5800000000000001,Uniform,0.621065,0.5144661500000001,0.3443900399255046,0.028932300000000133,False
15.9,0.5700000000000001,Uniform,0.399308,0.5140838010000001,0.3355907688259646,0.028167602000000125,False
15.9,0.56,Uniform,0.546407,0.51322346,0.324861835469609,0.02644691999999993,False
15.9,0.55,Uniform,0.586929,0.5123203892,0.3134454549275613,0.024640778400000007,False
15.9,0.54,Uniform,0.20399,0.5111574426,0.301418802266885,0.022314885199999912,False
15.9,0.53,Uniform,0.21211,0.5103470354,0.29009929596409556,0.020694070800000075,False
15.9,0.52,Uniform,0.193568,0.5095450314,0.2774720789236756,0.01909006279999992,False
15.9,0.51,Uniform,0.198977,0.5088043706,0.26589919275433604,0.01760874120000011,False
15.9,0.5,Uniform,0.878683,0.508139027,0.25452128956139736,0.016278054000000042,False
15.9,0.49,Uniform,0.265699,0.507271598,0.24314088963840208,0.01454319599999998,False
15.9,0.48,Uniform,0.845829,0.506769939,0.23180345598615282,0.013539878000000005,False
15.9,0.47000000000000003,Uniform,0.241804,0.506087952,0.22039651160385712,0.012175904000000015,False
15.9,0.46,Uniform,0.383687,0.5053408728000001,0.20893353480481544,0.010681745600000125,False
15.9,0.45,Uniform,0.743945,0.5048278850000001,0.1973345752781033,0.009655770000000174,False
15.8,0.95,Uniform,0.015505,0.5288935592,0.47835993026405266,0.05778711840000006,False
15.8,0.94,Uniform,0.010283,0.5290003474,0.4766999120597354,0.05800069480000003,False
15.8,0.9299999999999999,Uniform,1.0,0.5287911606,0.47564280323679087,0.05758232119999995,False
15.8,0.92,Uniform,1.0,0.5301811538000001,0.4733098280826192,0.060362307600000165,False
15.8,0.91,Uniform,0.00352,0.5292455739999999,0.4724047295394536,0.05849114799999988,False
15.8,0.9,Uniform,0.116204,0.5294163116,0.4702294186647531,0.058832623200000045,False
15.8,0.89,Uniform,0.030005,0.5276651854,0.46792660858175783,0.05533037079999992,False
15.8,0.88,Uniform,0.180109,0.5288318476,0.46587610346710795,0.05766369520000003,False
15.8,0.87,Uniform,0.149876,0.5268250936000001,0.4640389387601114,0.05365018720000014,False
15.8,0.8600000000000001,Uniform,0.029775,0.5270473244,0.4618520920111483,0.054094648800000034,False
15.8,0.8500000000000001,Uniform,0.037563,0.5267462106,0.4600634928139366,0.053492421200000084,False
15.8,0.8400000000000001,Uniform,0.007237,0.5272729326000001,0.45686658085505977,0.054545865200000154,False
15.8,0.8300000000000001,Uniform,0.37193,0.5256335252,0.454102260059787,0.0512670503999999,False
15.8,0.8200000000000001,Uniform,0.084847,0.5257169076,0.4539426140955302,0.05143381520000001,False
15.8,0.81,Uniform,0.028582,0.5258399708,0.4502959571452862,0.0516799416,False
15.8,0.8,Uniform,0.027939,0.5253178492,0.44509052817964606,0.05063569840000004,False
15.8,0.79,Uniform,1.0,0.5254729262,0.44405684907397414,0.050945852399999936,False
15.8,0.78,Uniform,0.0395,0.5247062614,0.44134512346759197,0.04941252279999997,False
15.8,0.77,Uniform,1.0,0.5246986276,0.4370304250698144,0.049397255199999934,False
15.8,0.76,Uniform,0.252817,0.5232843427999999,0.4340327719407393,0.046568685599999826,False
15.8,0.75,Uniform,0.036958,0.5237991684000001,0.43202626831569696,0.04759833680000014,False
15.8,0.74,Uniform,0.614608,0.5228278555999999,0.4297607949084849,0.04565571119999978,False
15.8,0.73,Uniform,0.040921,0.5228084735999999,0.4233601098218884,0.04561694719999987,False
15.8,0.72,Uniform,0.710568,0.5218431524,0.4206265492099328,0.04368630480000002,False
15.8,0.71,Uniform,1.0,0.5233099137999999,0.4268129274156777,0.04661982759999983,False
15.8,0.7,Uniform,1.0,0.521145442,0.4096625794152345,0.04229088400000003,False
15.8,0.69,Uniform,1.0,0.5215342754000001,0.4116775217896247,0.04306855080000016,False
15.8,0.68,Uniform,0.060652,0.5212635163999999,0.4100894969148326,0.04252703279999981,False
15.8,0.67,Uniform,0.088232,0.5201204136,0.4010938265593398,0.04024082720000011,False
15.8,0.66,Uniform,0.068599,0.5198546324,0.397366048067449,0.03970926479999992,False
15.8,0.65,Uniform,0.147179,0.5190937332000001,0.3932341563621777,0.03818746640000015,False
15.8,0.64,Uniform,0.654009,0.5186248525999999,0.3835079310889235,0.037249705199999816,False
15.8,0.63,Uniform,0.324523,0.5183319474,0.38141677076075003,0.036663894799999985,False
15.8,0.62,Uniform,0.125519,0.5172948874000001,0.37358955634355107,0.03458977480000014,False
15.8,0.61,Uniform,0.185954,0.5163630792,0.36505955060813866,0.03272615840000004,False
15.8,0.6,Uniform,0.147667,0.516021222,0.36050443705623675,0.032042444,False
15.8,0.5900000000000001,Uniform,0.271858,0.5150994718,0.35210650529409376,0.030198943600000083,False
15.8,0.5800000000000001,Uniform,0.64079,0.5143637708000001,0.3431042864780768,0.028727541600000128,False
15.8,0.5700000000000001,Uniform,0.959747,0.5139227888000001,0.3335115441917836,0.02784557760000017,False
15.8,0.56,Uniform,0.278167,0.512700279,0.3231105682495583,0.025400558000000073,False
15.8,0.55,Uniform,0.189416,0.5119083888,0.31133586392921864,0.023816777600000005,False
15.8,0.54,Uniform,0.962516,0.5110236596000001,0.2990410056103253,0.022047319200000137,False
15.8,0.53,Uniform,0.676463,0.510412529,0.2874784422634977,0.020825058000000007,False
15.8,0.52,Uniform,0.23163,0.5094971802,0.27531273503406073,0.01899436040000002,False
15.8,0.51,Uniform,0.823448,0.508780517,0.26387775625615334,0.017561034000000086,False
15.8,0.5,Uniform,0.353703,0.5077894518,0.25245414805131433,0.015578903600000027,False
15.8,0.49,Uniform,0.588698,0.5073848566000001,0.24112452640664617,0.0147697132000002,False
15.8,0.48,Uniform,0.295912,0.5064825922,0.22977365763404994,0.012965184400000052,False
15.8,0.47000000000000003,Uniform,0.834559,0.5059521102,0.21836984614224944,0.011904220399999943,False
15.8,0.46,Uniform,0.562313,0.5054693052000001,0.2068953249122139,0.010938610400000215,False
15.8,0.45,Uniform,0.282545,0.5048113598,0.19526257632378013,0.009622719600000051,False
15.700000000000001,0.95,Uniform,1.0,0.5294146418,0.4780117992696935,0.05882928359999995,False
15.700000000000001,0.94,Uniform,1.0,0.5306443596,0.47692747744939956,0.06128871920000001,False
15.700000000000001,0.9299999999999999,Uniform,1.0,0.5289633032,0.4748165659609174,0.057926606399999914,False
15.700000000000001,0.92,Uniform,0.003264,0.529432421,0.4740815437436158,0.05886484199999997,False
15.700000000000001,0.91,Uniform,1.0,0.5283034346000001,0.4711449547856483,0.05660686920000013,False
15.700000000000001,0.9,Uniform,1.0,0.5285039988000001,0.46983792542194736,0.05700799760000019,False
15.700000000000001,0.89,Uniform,1.0,0.5289692594000001,0.4683051976839092,0.057938518800000116,False
15.700000000000001,0.88,Uniform,1.0,0.5282626964000001,0.4663755871014218,0.05652539280000024,False
15.700000000000001,0.87,Uniform,1.0,0.528011546,0.4646121402401241,0.056023092,False
15.700000000000001,0.8600000000000001,Uniform,0.062778,0.5268357408,0.46305487409640733,0.053671481599999904,False
15.700000000000001,0.8500000000000001,Uniform,1.0,0.526835529,0.4599834079463166,0.05367105799999994,False
15.700000000000001,0.8400000000000001,Uniform,0.033009,0.5265374375999999,0.45754437974118295,0.05307487519999987,False
15.700000000000001,0.8300000000000001,Uniform,1.0,0.5265589498000001,0.45352889635880117,0.05311789960000013,False
15.700000000000001,0.8200000000000001,Uniform,1.0,0.5258851472,0.45224988823278006,0.05177029440000003,False
15.700000000000001,0.81,Uniform,0.014354,0.5261306541999999,0.44958243770855133,0.05226130839999987,False
15.700000000000001,0.8,Uniform,1.0,0.5256005490000001,0.44580697506511646,0.05120109800000017,False
15.700000000000001,0.79,Uniform,0.024793,0.5250841936,0.4424685922600431,0.05016838720000005,False
15.700000000000001,0.78,Uniform,1.0,0.5246496748,0.44090904941546977,0.04929934960000004,False
15.700000000000001,0.77,Uniform,0.190728,0.5235458834,0.4359853117894118,0.047091766799999935,False
15.700000000000001,0.76,Uniform,1.0,0.5243929354,0.4350513167743565,0.048785870799999964,False
15.700000000000001,0.75,Uniform,0.096624,0.5229587996,0.4292860117871183,0.04591759920000005,False
15.700000000000001,0.74,Uniform,1.0,0.5232716738000001,0.42917433455092724,0.04654334760000012,False
15.700000000000001,0.73,Uniform,0.100643,0.5221587599999999,0.4214996943532296,0.04431751999999989,False
15.700000000000001,0.72,Uniform,1.0,0.5226191166,0.420917241596511,0.04523823320000009,False
15.700000000000001,0.71,Uniform,0.314092,0.5214944257999999,0.4174728828260105,0.04298885159999988,False
15.700000000000001,0.7,Uniform,1.0,0.5210158582,0.4087939693278214,0.04203171639999992,False
15.700000000000001,0.69,Uniform,1.0,0.5210428542,0.4095591033226973,0.04208570839999992,False
15.700000000000001,0.68,Uniform,0.062319,0.5209079662,0.4066466944817007,0.04181593240000003,False
15.700000000000001,0.67,Uniform,0.998105,0.5196407994,0.39851142531183315,0.03928159879999993,False
15.700000000000001,0.66,Uniform,0.069722,0.5201966913999999,0.4009012753473478,0.04039338279999982,False
15.700000000000001,0.65,Uniform,1.0,0.5190318611999999,0.39010928395139244,0.03806372239999978,False
15.700000000000001,0.64,Uniform,0.598851,0.5185594052,0.3829609915837152,0.03711881039999998,False
15.700000000000001,0.63,Uniform,1.0,0.5180294799999999,0.37958672090758533,0.03605895999999986,False
15.700000000000001,0.62,Uniform,0.147658,0.5170588114,0.3718050057799562,0.03411762279999997,False
15.700000000000001,0.61,Uniform,0.681309,0.5163671622,0.3659365978667823,0.032734324400000014,False
15.700000000000001,0.6,Uniform,0.474985,0.5156360228,0.35822199844792596,0.031272045599999965,False
15.700000000000001,0.5900000000000001,Uniform,0.305371,0.5153340008,0.35009394504462227,0.03066800160000005,False
15.700000000000001,0.5800000000000001,Uniform,0.670902,0.5142239766000001,0.3414482609863664,0.028447953200000153,False
15.700000000000001,0.5700000000000001,Uniform,0.279492,0.5137062988,0.3313090052735503,0.02741259759999992,False
15.700000000000001,0.56,Uniform,0.659993,0.5128976148000001,0.3208143853113014,0.025795229600000136,False
15.700000000000001,0.55,Uniform,1.0,0.511802496,0.30901148709119675,0.023604992000000102,False
15.700000000000001,0.54,Uniform,0.201172,0.5108034667999999,0.29634979964635944,0.021606933599999767,False
15.700000000000001,0.53,Uniform,0.206153,0.5100115973999999,0.2850430710911499,0.02002319479999981,False
15.700000000000001,0.52,Uniform,0.764127,0.5094185322,0.2732150569996969,0.018837064399999992,False
15.700000000000001,0.51,Uniform,0.526077,0.5083715776,0.2617336853507027,0.016743155199999915,False
15.700000000000001,0.5,Uniform,0.253948,0.5078839855999999,0.2504106995022945,0.015767971199999842,False
15.700000000000001,0.49,Uniform,0.58907,0.5070015888,0.2390410184304103,0.014003177600000027,False
15.700000000000001,0.48,Uniform,0.603604,0.5066031384,0.22773788028171046,0.013206276800000083,False
15.700000000000001,0.47000000000000003,Uniform,0.249052,0.5058139686,0.2163301389782683,0.011627937200000105,False
15.700000000000001,0.46,Uniform,0.413997,0.505129335,0.20479951836117527,0.010258670000000025,False
15.700000000000001,0.45,Uniform,0.672593,0.5045985734,0.19311085240622192,0.009197146800000056,False
15.600000000000001,0.95,Uniform,1.0,0.5299728457999999,0.47790216257743934,0.05994569159999985,False
15.600000000000001,0.94,Uniform,0.000446,0.5305623928,0.47577995008524343,0.0611247855999999,False
15.600000000000001,0.9299999999999999,Uniform,0.043499,0.5283017224000001,0.47537000803786444,0.056603444800000124,False
15.600000000000001,0.92,Uniform,1.0,0.5289532962,0.4723131071277825,0.05790659239999996,False
15.600000000000001,0.91,Uniform,1.0,0.5294216166,0.47156427698263537,0.058843233199999956,False
15.600000000000001,0.9,Uniform,1.0,0.5280955817999999,0.47264326711083904,0.05619116359999987,False
15.600000000000001,0.89,Uniform,0.074586,0.5272821120000001,0.46727771539437646,0.05456422400000016,False
15.600000000000001,0.88,Uniform,1.0,0.5284061478,0.4648977833589194,0.056812295599999896,False
15.600000000000001,0.87,Uniform,1.0,0.5283449442000001,0.46290088173215266,0.05668988840000022,False
15.600000000000001,0.8600000000000001,Uniform,0.011678,0.5273949119999999,0.4605084920341289,0.054789823999999765,False
15.600000000000001,0.8500000000000001,Uniform,1.0,0.5263792726,0.45867622120069323,0.052758545199999896,False
15.600000000000001,0.8400000000000001,Uniform,0.008234,0.5272448656000001,0.457205108337945,0.05448973120000011,False
15.600000000000001,0.8300000000000001,Uniform,0.823967,0.5256451992000001,0.4538161095079148,0.05129039840000016,False
15.600000000000001,0.8200000000000001,Uniform,1.0,0.5264622444,0.45036155515586446,0.0529244888,False
15.600000000000001,0.81,Uniform,1.0,0.5254149788000001,0.4487857117640622,0.0508299576000002,False
15.600000000000001,0.8,Uniform,0.065165,0.5249973396000001,0.4464847109526058,0.049994679200000114,False
15.600000000000001,0.79,Uniform,0.033894,0.5248168228000001,0.44168755201976934,0.049633645600000165,False
15.600000000000001,0.78,Uniform,1.0,0.524716405,0.4434248701043269,0.049432810000000105,False
15.600000000000001,0.77,Uniform,1.0,0.5244343456,0.43606417574138456,0.048868691200000036,False
15.600000000000001,0.76,Uniform,1.0,0.5238102911999999,0.43374996524385223,0.04762058239999978,False
15.600000000000001,0.75,Uniform,1.0,0.5233548968,0.42871347747685307,0.04670979360000005,False
15.600000000000001,0.74,Uniform,0.034746,0.5234133454,0.4284024131701666,0.046826690799999904,False
15.600000000000001,0.73,Uniform,0.119177,0.521966135,0.4203919426919032,0.043932269999999995,False
15.600000000000001,0.72,Uniform,0.118689,0.5228834642,0.42380750332364925,0.04576692839999996,False
15.600000000000001,0.71,Uniform,0.126022,0.5215295118,0.41664444553126434,0.04305902359999991,False
15.600000000000001,0.7,Uniform,1.0,0.5212019368,0.40870788602590524,0.042403873600000086,False
15.600000000000001,0.69,Uniform,0.060178,0.521728402,0.4151414470138863,0.04345680400000007,False
15.600000000000001,0.68,Uniform,1.0,0.5204834502,0.40318891815578145,0.04096690039999995,False
15.600000000000001,0.67,Uniform,0.062746,0.5198050326,0.3962758235398611,0.03961006519999999,False
15.600000000000001,0.66,Uniform,1.0,0.5199326839999999,0.3978921083563098,0.039865367999999846,False
15.600000000000001,0.65,Uniform,0.7566,0.5190145076,0.3873314635427166,0.038029015200000016,False
15.600000000000001,0.64,Uniform,0.507799,0.5185547083999998,0.3831996543375135,0.037109416799999684,False
15.600000000000001,0.63,Uniform,1.0,0.5182307580000001,0.380187065770158,0.03646151600000014,False
15.600000000000001,0.62,Uniform,0.176255,0.516829053,0.3700150960861431,0.033658106000000076,False
15.600000000000001,0.61,Uniform,0.199067,0.5163326214,0.3653152268445997,0.03266524280000005,False
15.600000000000001,0.6,Uniform,0.166027,0.5156769958,0.35726347985408036,0.031353991600000075,False
15.600000000000001,0.5900000000000001,Uniform,0.603968,0.5147292724,0.34757946065473544,0.029458544799999986,False
15.600000000000001,0.5800000000000001,Uniform,0.140067,0.5142983988,0.3399764406381765,0.02859679759999989,False
15.600000000000001,0.5700000000000001,Uniform,0.236856,0.5132312674,0.329474349763948,0.026462534800000048,False
15.600000000000001,0.56,Uniform,0.363509,0.512329813,0.31851822455160445,0.024659626000000046,False
15.600000000000001,0.55,Uniform,0.168541,0.511688713,0.30666224356299104,0.023377425999999923,False
15.600000000000001,0.54,Uniform,0.204047,0.5106970796,0.2949284012581878,0.021394159199999985,False
15.600000000000001,0.53,Uniform,0.239393,0.5098036137999999,0.28275822532963557,0.019607227599999888,False
15.600000000000001,0.52,Uniform,0.744707,0.5090160186,0.2710215576074956,0.018032037200000017,False
15.600000000000001,0.51,Uniform,0.206746,0.5083744736000001,0.2596972241045384,0.016748947200000197,False
15.600000000000001,0.5,Uniform,0.893951,0.507695357,0.24835598211425539,0.015390714000000028,False
15.600000000000001,0.49,Uniform,0.225267,0.5070276504,0.23702224295751803,0.014055300799999948,False
15.600000000000001,0.48,Uniform,0.480816,0.506227616,0.22563808143088193,0.012455231999999983,False
15.600000000000001,0.47000000000000003,Uniform,0.824754,0.5057895902,0.21425707532619623,0.011579180400000055,False
15.600000000000001,0.46,Uniform,0.537158,0.5052520424,0.20269211778499488,0.01050408479999998,False
15.600000000000001,0.45,Uniform,0.334621,0.5046321196,0.19095893080667334,0.009264239199999968,False
15.5,0.95,Uniform,1.0,0.5304198642,0.4767777456291634,0.06083972839999996,False
15.5,0.94,Uniform,0.009406,0.5290763138,0.4769408484016199,0.05815262759999995,False
15.5,0.9299999999999999,Uniform,1.0,0.5298893896,0.4740627619724633,0.059778779199999965,False
15.5,0.92,Uniform,0.001877,0.5295613972000001,0.4727184409714915,0.05912279440000012,False
15.5,0.91,Uniform,1.0,0.5278524946,0.47070954984882785,0.05570498920000011,False
15.5,0.9,Uniform,1.0,0.5284615991999999,0.46854480681727423,0.05692319839999982,False
15.5,0.89,Uniform,1.0,0.5273205818000001,0.46689879293374825,0.05464116360000015,False
15.5,0.88,Uniform,0.039162,0.527179205,0.4647276459980542,0.05435841000000008,False
15.5,0.87,Uniform,0.008312,0.5278068184000001,0.4628244222197135,0.0556136368000002,False
15.5,0.8600000000000001,Uniform,1.0,0.5266328929999999,0.4602181989188367,0.05326578599999987,False
15.5,0.8500000000000001,Uniform,1.0,0.5272499222,0.45754767502685034,0.0544998444,False
15.5,0.8400000000000001,Uniform,0.069208,0.5259512291999999,0.4554900333037087,0.05190245839999985,False
15.5,0.8300000000000001,Uniform,0.824856,0.5257409318,0.45456676135551993,0.051481863600000066,False
15.5,0.8200000000000001,Uniform,1.0,0.5263877226,0.4506678366897125,0.05277544519999999,False
15.5,0.81,Uniform,0.05489,0.5251213337999999,0.4466293490950954,0.050242667599999846,False
15.5,0.8,Uniform,0.041621,0.525224468,0.4463599286083875,0.050448936,False
15.5,0.79,Uniform,0.031915,0.5248622394,0.4419003750726165,0.04972447879999997,False
15.5,0.78,Uniform,0.023519,0.5246954998,0.4386177674072197,0.04939099959999993,False
15.5,0.77,Uniform,1.0,0.5234464892,0.4338852942413067,0.04689297840000006,False
15.5,0.76,Uniform,0.035558,0.5240999869999999,0.43475608282104805,0.04819997399999987,False
15.5,0.75,Uniform,1.0,0.5233647779999999,0.429181270503096,0.04672955599999984,False
15.5,0.74,Uniform,0.132718,0.5226381864,0.4270823834705312,0.045276372800000075,False
15.5,0.73,Uniform,1.0,0.522682783,0.42169674432195825,0.04536556600000008,False
15.5,0.72,Uniform,0.042881,0.5228137358,0.4240875528030674,0.045627471600000025,False
15.5,0.71,Uniform,1.0,0.5214940378,0.41233070339889344,0.042988075600000064,False
15.5,0.7,Uniform,0.200335,0.5209482980000001,0.4123966822520895,0.041896596000000175,False
15.5,0.69,Uniform,0.060606,0.5216481452,0.414020798194096,0.04329629040000005,False
15.5,0.68,Uniform,1.0,0.5204219092,0.40278534846630354,0.040843818399999954,False
15.5,0.67,Uniform,0.064623,0.5198720262000001,0.39723151214169,0.03974405240000012,False
15.5,0.66,Uniform,0.073869,0.5197069496,0.3958256802583029,0.039413899199999936,False
15.5,0.65,Uniform,0.721114,0.5188893856,0.3859838964289617,0.03777877119999995,False
15.5,0.64,Uniform,0.154299,0.5182497890000001,0.38490876411132446,0.036499578000000144,False
15.5,0.63,Uniform,0.144386,0.5176250852000001,0.37802603189741624,0.035250170400000114,False
15.5,0.62,Uniform,0.178913,0.5166711506,0.3682995592512411,0.033342301200000035,False
15.5,0.61,Uniform,1.0,0.516345557,0.3636808071789096,0.03269111399999991,False
15.5,0.6,Uniform,0.279331,0.5154183872,0.355743136373933,0.03083677439999999,False
15.5,0.5900000000000001,Uniform,0.620879,0.5146598134,0.3466501957019287,0.029319626799999998,False
