epsilon_j0,alpha_inflow,distribution,final_load,avg_load,load_std,load_inflation,converged
15.8,0.72,Spike,0.153771,0.5299248026,0.4890047159162972,0.05984960519999993,False
15.8,0.71,Spike,0.0,0.5429557276,0.48732364796458105,0.08591145519999999,False
15.8,0.7,Spike,1.0,0.5420800406,0.48656320946257153,0.08416008120000007,False
15.8,0.69,Spike,1.0,0.5405346018,0.48573393135533904,0.08106920360000003,False
15.8,0.68,Spike,0.0,0.538630983,0.48469180249508936,0.07726196600000002,False
15.8,0.67,Spike,1.0,0.5309661668,0.48403504496613636,0.061932333599999945,False
15.8,0.66,Spike,4.8e-05,0.5335107382000001,0.48276062743800485,0.06702147640000011,False
15.8,0.65,Spike,1e-06,0.5353101122,0.4806895083123645,0.07062022440000004,False
15.8,0.64,Spike,9.1e-05,0.5326908885999999,0.47872072162927903,0.06538177719999982,False
15.8,0.63,Spike,1.0,0.5308160958,0.47721766181248426,0.0616321916,False
15.8,0.62,Spike,0.293382,0.5280980564,0.4754676276537128,0.05619611279999992,False
15.8,0.61,Spike,0.239501,0.5278725609999999,0.47312870885414493,0.055745121999999814,False
15.8,0.6,Spike,1.0,0.5308158194,0.4704897956990032,0.0616316388,False
15.8,0.5900000000000001,Spike,0.186069,0.5273335182,0.4676609344632659,0.054667036399999924,False
15.8,0.5800000000000001,Spike,0.014954,0.5282232512,0.463934973603591,0.05644650240000004,False
15.8,0.5700000000000001,Spike,1.0,0.5265159188,0.460867589821857,0.053031837600000076,False
15.8,0.56,Spike,0.040326,0.5268661012000001,0.4570345574232736,0.053732202400000206,False
15.8,0.55,Spike,0.023633,0.5267971614,0.4539891780614568,0.05359432279999998,False
15.8,0.54,Spike,0.456506,0.5247919022,0.44803697003266485,0.0495838044000001,False
15.8,0.53,Spike,0.016493,0.525831121,0.44396536646671836,0.051662241999999914,False
15.8,0.52,Spike,0.032749,0.5250745334,0.44042543541405005,0.050149066799999975,False
15.8,0.51,Spike,0.026084,0.5248661604,0.43769242334530656,0.04973232080000001,False
15.8,0.5,Spike,0.176029,0.5229943516,0.42954724668083044,0.045988703199999925,False
15.8,0.49,Spike,1.0,0.5223298568,0.4222127640419667,0.044659713599999984,False
15.8,0.48,Spike,0.621767,0.521816336,0.42150776654557526,0.043632671999999983,False
15.8,0.47000000000000003,Spike,0.043193,0.5216159128,0.40985373865927754,0.04323182559999994,False
15.8,0.46,Spike,0.027236,0.5213905362,0.4054251755911294,0.04278107239999995,False
15.8,0.45,Spike,0.110394,0.5198683494,0.39760890815510935,0.03973669880000008,False
15.700000000000001,0.95,Spike,1.0,0.9236486022000001,0.2547442092759886,0.8472972044000002,False
15.700000000000001,0.94,Spike,1.0,0.8876632114,0.3068153046790785,0.7753264228000001,False
15.700000000000001,0.9299999999999999,Spike,1.0,0.8505616213999999,0.3486466617284665,0.7011232427999998,False
15.700000000000001,0.92,Spike,1.0,0.8127851150000001,0.38287472501294584,0.6255702300000001,False
15.700000000000001,0.91,Spike,1.0,0.7845050332,0.4043083452932616,0.5690100664,False
15.700000000000001,0.9,Spike,0.0,0.7237398159999999,0.4408734382718166,0.44747963199999985,False
15.700000000000001,0.89,Spike,0.0,0.6312097046,0.4766669739569403,0.26241940920000006,False
15.700000000000001,0.88,Spike,0.0,0.5572287472,0.4910791077355356,0.11445749440000008,False
15.700000000000001,0.87,Spike,1.0,0.5546671517999999,0.49114655646294114,0.10933430359999985,False
15.700000000000001,0.8600000000000001,Spike,1.0,0.6031377717999999,0.4832683295724308,0.2062755435999999,False
15.700000000000001,0.8500000000000001,Spike,0.0,0.6165448852,0.4801380700547079,0.2330897703999999,False
15.700000000000001,0.8400000000000001,Spike,0.0,0.563277948,0.4899813226052942,0.12655589599999995,False
15.700000000000001,0.8300000000000001,Spike,1.0,0.5705792298,0.48871116404471,0.14115845959999995,False
15.700000000000001,0.8200000000000001,Spike,0.0,0.566585722,0.4892516036890577,0.13317144400000003,False
15.700000000000001,0.81,Spike,1.0,0.5644723260000001,0.48930400574272814,0.12894465200000016,False
15.700000000000001,0.8,Spike,0.0,0.5396443772,0.491859453931423,0.07928875440000005,False
15.700000000000001,0.79,Spike,0.0,0.5621084358,0.48915741684728814,0.12421687160000006,False
15.700000000000001,0.78,Spike,1.0,0.5548742976,0.4897192638984643,0.10974859519999991,False
15.700000000000001,0.77,Spike,1.0,0.5430831441999999,0.4904634694328864,0.08616628839999985,False
15.700000000000001,0.76,Spike,1.0,0.5415190049999999,0.49026560156621146,0.08303800999999988,False
15.700000000000001,0.75,Spike,1.0,0.5459906414,0.48931228956625905,0.09198128279999995,False
15.700000000000001,0.74,Spike,0.0,0.5502787338,0.48840794084613337,0.10055746760000006,False
15.700000000000001,0.73,Spike,0.021317,0.5310085014,0.4896042078994241,0.0620170028,False
15.700000000000001,0.72,Spike,1.0,0.5452018804,0.4876682834001721,0.0904037607999999,False
15.700000000000001,0.71,Spike,1.0,0.5351088518,0.4877216537012541,0.07021770360000001,False
15.700000000000001,0.7,Spike,0.073468,0.5301057468000001,0.487205369946239,0.06021149360000022,False
15.700000000000001,0.69,Spike,1.0,0.5321353804,0.48600208792222055,0.06427076079999994,False
15.700000000000001,0.68,Spike,1.0,0.5369921,0.4846306834137022,0.07398419999999994,False
15.700000000000001,0.67,Spike,0.000145,0.5330180904,0.4836777302672029,0.06603618080000007,False
15.700000000000001,0.66,Spike,0.0,0.5370784654,0.4822666553760933,0.07415693080000008,False
15.700000000000001,0.65,Spike,1.0,0.5352340680000001,0.4811159995642468,0.07046813600000013,False
15.700000000000001,0.64,Spike,0.000634,0.5317173463999999,0.4792958099729226,0.0634346927999998,False
15.700000000000001,0.63,Spike,1.0,0.5304999756,0.47644785196989053,0.0609999511999999,False
15.700000000000001,0.62,Spike,1.0,0.5288312770000001,0.4748303078879907,0.0576625540000002,False
15.700000000000001,0.61,Spike,1.0,0.5280500847999999,0.47279170915940305,0.05610016959999986,False
15.700000000000001,0.6,Spike,1.0,0.5310442278,0.46952159229928475,0.06208845560000009,False
15.700000000000001,0.5900000000000001,Spike,1.0,0.5285654611999999,0.466973995274236,0.05713092239999984,False
15.700000000000001,0.5800000000000001,Spike,1.0,0.5274704669999999,0.4628106657031048,0.054940933999999775,False
15.700000000000001,0.5700000000000001,Spike,1.0,0.5291175356,0.45983712109689673,0.05823507119999993,False
15.700000000000001,0.56,Spike,1.0,0.5260846419999999,0.45723144933358756,0.05216928399999987,False
15.700000000000001,0.55,Spike,1.0,0.5257649132000001,0.4509690210719133,0.051529826400000145,False
15.700000000000001,0.54,Spike,1.0,0.5265879372000001,0.44650546642371275,0.053175874400000156,False
15.700000000000001,0.53,Spike,1.0,0.5265118918,0.44365446649351703,0.05302378360000004,False
15.700000000000001,0.52,Spike,1.0,0.5240198615999999,0.43763414545726487,0.04803972319999983,False
15.700000000000001,0.51,Spike,0.051487,0.5242242739999999,0.434811835117433,0.04844854799999987,False
15.700000000000001,0.5,Spike,0.83401,0.5245764976,0.42944033406693355,0.04915299520000005,False
15.700000000000001,0.49,Spike,1.0,0.5224080863999999,0.42005703480346007,0.04481617279999983,False
15.700000000000001,0.48,Spike,0.036249,0.5222739580000001,0.4153001191074348,0.04454791600000019,False
15.700000000000001,0.47000000000000003,Spike,0.257803,0.5204346505999999,0.4070549893705277,0.040869301199999875,False
15.700000000000001,0.46,Spike,1.0,0.5213452644,0.40467626858602795,0.042690528799999905,False
15.700000000000001,0.45,Spike,0.27188,0.5191293664,0.39489571426969816,0.03825873279999992,False
15.600000000000001,0.95,Spike,1.0,0.9273983592,0.24845413007345618,0.8547967184,False
15.600000000000001,0.94,Spike,1.0,0.8936660838,0.2990111313953915,0.7873321676,False
15.600000000000001,0.9299999999999999,Spike,0.0,0.8380279839999999,0.360670364450705,0.6760559679999998,False
15.600000000000001,0.92,Spike,0.0,0.7632418089999999,0.41841154450761225,0.5264836179999999,False
15.600000000000001,0.91,Spike,0.0,0.7173335489999999,0.444032561809918,0.4346670979999998,False
15.600000000000001,0.9,Spike,0.0,0.6942819840000001,0.4545890267245009,0.38856396800000015,False
15.600000000000001,0.89,Spike,0.0,0.6148512406,0.480846123154145,0.22970248119999992,False
15.600000000000001,0.88,Spike,0.0,0.542519537,0.4925644606320515,0.08503907399999999,False
15.600000000000001,0.87,Spike,1.0,0.5686292292,0.48937744964773255,0.13725845840000006,False
15.600000000000001,0.8600000000000001,Spike,1.0,0.6212110466,0.47906035551324355,0.24242209320000008,False
15.600000000000001,0.8500000000000001,Spike,0.0,0.6062046742,0.48252966609715187,0.21240934840000003,False
15.600000000000001,0.8400000000000001,Spike,1.0,0.534588896,0.492620895103006,0.06917779200000007,False
15.600000000000001,0.8300000000000001,Spike,1.0,0.5858548904,0.4863351618692912,0.1717097808000001,False
15.600000000000001,0.8200000000000001,Spike,0.0,0.5466304028,0.4915092011986587,0.09326080559999994,False
15.600000000000001,0.81,Spike,1.0,0.5765483448,0.4875474713076461,0.1530966895999999,False
15.600000000000001,0.8,Spike,1.0,0.5449578122,0.4911476323290624,0.0899156243999999,False
15.600000000000001,0.79,Spike,0.0,0.5465160470000001,0.49090410585219074,0.09303209400000023,False
15.600000000000001,0.78,Spike,0.0,0.5535066759999999,0.4897546122942498,0.10701335199999984,False
15.600000000000001,0.77,Spike,1.0,0.5604408900000001,0.4885804176506801,0.12088178000000016,False
15.600000000000001,0.76,Spike,0.0,0.5569010130000001,0.48870242671546693,0.11380202600000011,False
15.600000000000001,0.75,Spike,0.0,0.543602187,0.4894868481254008,0.08720437399999992,False
15.600000000000001,0.74,Spike,0.005683,0.5317317502,0.48989809791922684,0.06346350039999993,False
15.600000000000001,0.73,Spike,1.0,0.5458252812,0.48814902857888254,0.09165056239999991,False
15.600000000000001,0.72,Spike,0.031456,0.530707248,0.4887102853001256,0.06141449600000004,False
15.600000000000001,0.71,Spike,0.0,0.5380940000000001,0.4874577098733027,0.07618800000000014,False
15.600000000000001,0.7,Spike,0.0,0.5406050487999999,0.4861521236999678,0.08121009759999986,False
15.600000000000001,0.69,Spike,2e-06,0.535523231,0.4856731262045627,0.07104646199999998,False
15.600000000000001,0.68,Spike,1.0,0.5311734264,0.4846432340172704,0.06234685279999996,False
15.600000000000001,0.67,Spike,0.0,0.5369836327999999,0.48299622736249276,0.07396726559999989,False
15.600000000000001,0.66,Spike,1.0,0.5341432548,0.4822055709967092,0.06828650960000004,False
15.600000000000001,0.65,Spike,1.0,0.5347878634000001,0.47988285607648995,0.06957572680000013,False
15.600000000000001,0.64,Spike,0.00079,0.5315183724,0.4786491187954931,0.06303674479999999,False
15.600000000000001,0.63,Spike,1.0,0.5321056686,0.4764725321541852,0.06421133719999994,False
15.600000000000001,0.62,Spike,1.0,0.5290707224,0.4742170610515558,0.05814144479999994,False
15.600000000000001,0.61,Spike,1.0,0.5308910686,0.471821304816075,0.06178213720000003,False
15.600000000000001,0.6,Spike,0.018939,0.5286970528,0.4691670315185559,0.05739410560000002,False
15.600000000000001,0.5900000000000001,Spike,0.000166,0.5308754312,0.46622072453035074,0.06175086240000005,False
15.600000000000001,0.5800000000000001,Spike,0.000409,0.5299132778,0.46202512768102383,0.05982655559999994,False
15.600000000000001,0.5700000000000001,Spike,1.0,0.5268771344,0.4604734496732561,0.053754268799999894,False
15.600000000000001,0.56,Spike,0.023019,0.5268957195999999,0.45459185639543037,0.053791439199999846,False
15.600000000000001,0.55,Spike,1.0,0.5268971346,0.4514678741974128,0.05379426919999997,False
15.600000000000001,0.54,Spike,0.039651,0.5257660482,0.44735003516057525,0.051532096399999894,False
15.600000000000001,0.53,Spike,1.0,0.5245845224000001,0.44263310353008084,0.04916904480000017,False
15.600000000000001,0.52,Spike,0.053049,0.5246717080000001,0.439338543906535,0.04934341600000014,False
15.600000000000001,0.51,Spike,1.0,0.5234333692,0.43141909640553877,0.04686673840000011,False
15.600000000000001,0.5,Spike,0.262381,0.5223841043999999,0.42547927742783953,0.044768208799999876,False
15.600000000000001,0.49,Spike,0.237572,0.5218828658,0.42064599408340586,0.04376573159999997,False
15.600000000000001,0.48,Spike,1.0,0.521436534,0.4133945827434104,0.042873068000000014,False
15.600000000000001,0.47000000000000003,Spike,1.0,0.5207399166,0.40874932149376636,0.04147983319999993,False
15.600000000000001,0.46,Spike,0.788209,0.5197883516,0.4016358776418808,0.03957670320000006,False
15.600000000000001,0.45,Spike,0.232355,0.5191875605999999,0.3944405329064764,0.03837512119999986,False
15.5,0.95,Spike,1.0,0.9309104413999999,0.24225722535713587,0.8618208827999998,False
15.5,0.94,Spike,0.0,0.8415804134,0.3573563957860555,0.6831608268,False
15.5,0.9299999999999999,Spike,0.0,0.8175710018000001,0.37890569757865994,0.6351420036000002,False
15.5,0.92,Spike,0.0,0.7693776538,0.41452341749266747,0.5387553076,False
15.5,0.91,Spike,0.0,0.7114168131999999,0.44688320683451244,0.4228336263999999,False
15.5,0.9,Spike,0.0,0.6517512487999999,0.4705601098989341,0.3035024975999998,False
15.5,0.89,Spike,0.0,0.5903610288,0.48606679825385907,0.18072205759999993,False
15.5,0.88,Spike,1.0,0.5325857902,0.4931331144360554,0.06517158039999993,False
15.5,0.87,Spike,1.0,0.5830629136,0.4871098266580311,0.1661258271999999,False
15.5,0.8600000000000001,Spike,0.0,0.637367707,0.4746349049569226,0.274735414,False
15.5,0.8500000000000001,Spike,0.0,0.572586844,0.4887464497399018,0.14517368800000008,False
15.5,0.8400000000000001,Spike,1.0,0.5628590487999999,0.489806229766546,0.12571809759999986,False
15.5,0.8300000000000001,Spike,0.0,0.5928317286,0.485006594876332,0.1856634572,False
15.5,0.8200000000000001,Spike,1.0,0.5430544876,0.49160983390171115,0.08610897519999994,False
15.5,0.81,Spike,0.0,0.560170468,0.4898251630627578,0.12034093600000006,False
15.5,0.8,Spike,1.0,0.565724452,0.4887510285097639,0.13144890399999998,False
15.5,0.79,Spike,1.0,0.535429596,0.491531993432939,0.0708591919999999,False
15.5,0.78,Spike,0.067057,0.5305664124,0.49168635451110415,0.06113282480000004,False
15.5,0.77,Spike,0.0,0.539027279,0.4908198150816873,0.07805455800000005,False
15.5,0.76,Spike,1.7e-05,0.5349025906,0.4906763318726696,0.06980518120000001,False
15.5,0.75,Spike,1.0,0.5368299714000001,0.48982488289460707,0.07365994280000021,False
15.5,0.74,Spike,1.0,0.5473604364000001,0.4883386004390983,0.09472087280000019,False
15.5,0.73,Spike,0.000655,0.5328181398,0.4892312595448057,0.06563627960000007,False
15.5,0.72,Spike,1.0,0.5449035987999999,0.4872281722278525,0.08980719759999989,False
15.5,0.71,Spike,1.0,0.5366961722,0.48709373715785487,0.07339234439999998,False
15.5,0.7,Spike,1.0,0.5353135428,0.4861008989915833,0.07062708559999997,False
15.5,0.69,Spike,1.0,0.5397319024,0.48499729134758907,0.07946380480000004,False
15.5,0.68,Spike,0.000189,0.5329710126,0.4845580288675944,0.06594202520000003,False
15.5,0.67,Spike,1.0,0.536512545,0.4825512428729455,0.07302509000000001,False
15.5,0.66,Spike,1.0,0.5329667308,0.48166256027875903,0.06593346160000002,False
15.5,0.65,Spike,1.0,0.5338704155999999,0.47959265741671864,0.06774083119999985,False
15.5,0.64,Spike,0.000116,0.532435881,0.4777519971391012,0.06487176200000011,False
15.5,0.63,Spike,1.0,0.532097853,0.47584942595196217,0.06419570600000002,False
15.5,0.62,Spike,1.0,0.531111741,0.4738809160515134,0.06222348200000005,False
15.5,0.61,Spike,1.0,0.5324915738,0.4713372090182624,0.06498314760000001,False
15.5,0.6,Spike,0.215562,0.5274270322,0.4690382594188513,0.05485406439999996,False
15.5,0.5900000000000001,Spike,0.056791,0.5277010642000001,0.4656526315339328,0.05540212840000014,False
15.5,0.5800000000000001,Spike,1.0,0.5264894746,0.46111963285761226,0.0529789491999999,False
15.5,0.5700000000000001,Spike,1.0,0.5285527296,0.45885376635521885,0.057105459199999986,False
15.5,0.56,Spike,0.053888,0.5264289748000001,0.4545713341999205,0.05285794960000012,False
15.5,0.55,Spike,1.0,0.5258652114000001,0.4509050413974395,0.051730422800000175,False
15.5,0.54,Spike,1.0,0.5257270803999999,0.44880702205484607,0.05145416079999987,False
15.5,0.53,Spike,0.030008,0.5252347668,0.4414056793965591,0.05046953360000006,False
15.5,0.52,Spike,0.025062,0.5247868616,0.43655986189303436,0.049573723199999975,False
15.5,0.51,Spike,0.112154,0.5233833004,0.4310119144763572,0.04676660080000006,False
15.5,0.5,Spike,1.0,0.5226084348000001,0.425791449802808,0.045216869600000154,False
15.5,0.49,Spike,1.0,0.5215792724,0.4181191891061777,0.04315854480000003,False
