lambda_j0,alpha_inflow,distribution,final_load,avg_load,load_std,load_inflation,converged
15.8,0.77,Bimodal,0.5,0.5000190426,0.012792370384725311,3.8085199999926544e-05,True
15.8,0.76,Bimodal,0.5,0.5000191909999999,0.01283768891317457,3.8381999999836935e-05,True
15.8,0.75,Bimodal,0.5,0.5000195668,0.012954082436895874,3.9133600000074154e-05,True
15.8,0.74,Bimodal,0.5,0.5000201638,0.013139574031242949,4.032760000005631e-05,True
15.8,0.73,Bimodal,0.5,0.5000209758,0.013391217158444234,4.1951600000089684e-05,True
15.8,0.72,Bimodal,0.5,0.500021994,0.013705295528468858,4.398800000005032e-05,True
15.8,0.71,Bimodal,0.5,0.5000232146,0.014077577688937271,4.642919999997552e-05,True
15.8,0.7,Bimodal,0.5,0.5000246312000001,0.014503512192140501,4.9262400000138484e-05,True
15.8,0.69,Bimodal,0.5,0.5000262382,0.014978478515937164,5.24764000000566e-05,True
15.8,0.68,Bimodal,0.5,0.5000266480000001,0.015099495653441333,5.3296000000147004e-05,True
15.8,0.67,Bimodal,0.5,0.5000267952,0.015137223100988466,5.359040000008086e-05,True
15.8,0.66,Bimodal,0.5,0.5000271624,0.015231583663171858,5.432480000000517e-05,True
15.8,0.65,Bimodal,0.5,0.5000277382,0.015381481182107653,5.5476400000031845e-05,True
15.8,0.64,Bimodal,0.5,0.5000285202,0.015585254310789361,5.704039999998578e-05,True
15.8,0.63,Bimodal,0.5,0.5000294994,0.015840782921039916,5.899879999993196e-05,True
15.8,0.62,Bimodal,0.5,0.5000306717999999,0.016145551995380394,6.13435999998746e-05,True
15.8,0.61,Bimodal,0.5,0.5000320316,0.016496811172889633,6.406319999996413e-05,True
15.8,0.6,Bimodal,0.5,0.5000335722,0.016891606957453995,6.714439999999655e-05,True
15.8,0.5900000000000001,Bimodal,0.5,0.5000352858,0.01732588182682584,7.057160000001339e-05,True
15.8,0.5800000000000001,Bimodal,0.5,0.5000352308,0.017314017006556045,7.046160000001578e-05,True
15.8,0.5700000000000001,Bimodal,0.5,0.5000353886,0.01734822874176166,7.077719999992738e-05,True
15.8,0.56,Bimodal,0.5,0.5000357522000001,0.017428206396621425,7.150440000014413e-05,True
15.8,0.55,Bimodal,0.5,0.5000363128,0.01755329930006948,7.262560000009799e-05,True
15.8,0.54,Bimodal,0.5,0.5000370670000001,0.017722519200279396,7.41340000001145e-05,True
15.8,0.53,Bimodal,0.5,0.500038008,0.017934596612264937,7.601599999995656e-05,True
15.8,0.52,Bimodal,0.5,0.5000391312,0.018188007831650047,7.82623999999732e-05,True
15.8,0.51,Bimodal,0.5,0.5000404316,0.018481028594364075,8.086320000000313e-05,True
15.8,0.5,Bimodal,0.5,0.5000419039999999,0.01881179801144135,8.3807999999852e-05,True
15.8,0.49,Bimodal,0.5,0.500043543,0.019178343811821288,8.708599999995847e-05,True
15.8,0.48,Bimodal,0.5,0.5000449936,0.019501997725192507,8.998719999997462e-05,True
15.8,0.47000000000000003,Bimodal,0.5,0.5000448782,0.019480085011040694,8.975639999997398e-05,True
15.8,0.46,Bimodal,0.5,0.5000449650000001,0.019496109330632647,8.993000000012685e-05,True
15.8,0.45,Bimodal,0.5,0.5000452486,0.019549969603963612,9.049719999998374e-05,True
15.700000000000001,0.95,Bimodal,0.5,0.500002969,0.00500807703957975,5.937999999927612e-06,True
15.700000000000001,0.94,Bimodal,0.5,0.5000042294,0.006010029186796091,8.458799999999655e-06,True
15.700000000000001,0.9299999999999999,Bimodal,0.5,0.500005698,0.0070121022451455515,1.1396000000107875e-05,True
15.700000000000001,0.92,Bimodal,0.5,0.5000060266,0.007213693917174376,1.2053200000083919e-05,True
15.700000000000001,0.91,Bimodal,0.5,0.500006375,0.007406946629188612,1.2750000000005812e-05,True
15.700000000000001,0.9,Bimodal,0.5,0.5000069572,0.007724967119228846,1.3914399999981342e-05,True
15.700000000000001,0.89,Bimodal,0.5,0.5000077636,0.008153093484830743,1.5527199999976204e-05,True
15.700000000000001,0.88,Bimodal,0.5,0.5000087910000001,0.008674985586726065,1.7582000000126996e-05,True
15.700000000000001,0.87,Bimodal,0.5,0.5000100312000001,0.009274783710793637,2.0062400000186997e-05,True
15.700000000000001,0.8600000000000001,Bimodal,0.5,0.5000114783999999,0.009938361860690534,2.2956799999862554e-05,True
15.700000000000001,0.8500000000000001,Bimodal,0.5,0.5000121982000001,0.010256195341582265,2.4396400000181728e-05,True
15.700000000000001,0.8400000000000001,Bimodal,0.5,0.5000123844,0.010328245841296978,2.4768799999907998e-05,True
15.700000000000001,0.8300000000000001,Bimodal,0.5,0.500012806,0.010492357322508639,2.5611999999952673e-05,True
15.700000000000001,0.8200000000000001,Bimodal,0.5,0.5000134535999999,0.010744233981620905,2.6907199999870457e-05,True
15.700000000000001,0.81,Bimodal,0.5,0.5000143248000001,0.011077803607424075,2.8649600000152375e-05,True
15.700000000000001,0.8,Bimodal,0.5,0.5000154094,0.011485878950295608,3.08187999999987e-05,True
15.700000000000001,0.79,Bimodal,0.5,0.5000167015999999,0.011960779705838235,3.340319999978192e-05,True
15.700000000000001,0.78,Bimodal,0.5,0.5000181936,0.01249481903775626,3.638719999998763e-05,True
15.700000000000001,0.77,Bimodal,0.5,0.5000190454,0.012793716571273574,3.80907999999458e-05,True
15.700000000000001,0.76,Bimodal,0.5,0.5000191940000001,0.012839049989297866,3.838800000011133e-05,True
15.700000000000001,0.75,Bimodal,0.5,0.5000195716,0.012955454018097416,3.914319999998028e-05,True
15.700000000000001,0.74,Bimodal,0.5,0.5000201688,0.01314095658176692,4.033759999999553e-05,True
15.700000000000001,0.73,Bimodal,0.5,0.5000209808,0.0133926063051805,4.196160000002891e-05,True
15.700000000000001,0.72,Bimodal,0.5,0.5000219995999999,0.013706691771856022,4.399919999986679e-05,True
15.700000000000001,0.71,Bimodal,0.5,0.5000232208,0.014078970612212643,4.644159999989128e-05,True
15.700000000000001,0.7,Bimodal,0.5,0.500024637,0.014504910771270795,4.927399999998805e-05,True
15.700000000000001,0.69,Bimodal,0.5,0.5000262432,0.014979873995112098,5.2486399999995825e-05,True
15.700000000000001,0.68,Bimodal,0.5,0.500026654,0.01510146198589747,5.3308000000029665e-05,True
15.700000000000001,0.67,Bimodal,0.5,0.5000268038,0.015139126210669825,5.3607599999949684e-05,True
15.700000000000001,0.66,Bimodal,0.5,0.5000271682,0.015233428470863154,5.433640000007678e-05,True
15.700000000000001,0.65,Bimodal,0.5,0.500027746,0.015383265211079047,5.549199999999033e-05,True
15.700000000000001,0.64,Bimodal,0.5,0.5000285268,0.015586978836783396,5.705359999996773e-05,True
15.700000000000001,0.63,Bimodal,0.5,0.500029507,0.01584244764459789,5.901400000007939e-05,True
15.700000000000001,0.62,Bimodal,0.5,0.5000306790000001,0.016147168214972914,6.135800000017788e-05,True
15.700000000000001,0.61,Bimodal,0.5,0.5000320385999999,0.01649837174327048,6.407719999979022e-05,True
15.700000000000001,0.6,Bimodal,0.5,0.5000335798,0.016893111635248734,6.715959999992194e-05,True
15.700000000000001,0.5900000000000001,Bimodal,0.5,0.500035297,0.017328392246655826,7.059400000009042e-05,True
15.700000000000001,0.5800000000000001,Bimodal,0.5,0.5000352436000001,0.017316483480946363,7.048720000013553e-05,True
15.700000000000001,0.5700000000000001,Bimodal,0.5,0.5000354008,0.01735056549707741,7.080159999994784e-05,True
15.700000000000001,0.56,Bimodal,0.5,0.5000357632,0.017430425185036423,7.152639999996602e-05,True
15.700000000000001,0.55,Bimodal,0.5,0.500036323,0.017555397082766815,7.264600000000954e-05,True
15.700000000000001,0.54,Bimodal,0.5,0.5000370762,0.017724503263707635,7.415240000008261e-05,True
15.700000000000001,0.53,Bimodal,0.5,0.5000380176000001,0.017936470270720622,7.603520000021291e-05,True
15.700000000000001,0.52,Bimodal,0.5,0.50003914,0.018189778817156724,7.828000000009716e-05,True
15.700000000000001,0.51,Bimodal,0.5,0.5000404414,0.01848269860895156,8.088280000007053e-05,True
15.700000000000001,0.5,Bimodal,0.5,0.5000419138000001,0.018813375464154236,8.382760000014144e-05,True
15.700000000000001,0.49,Bimodal,0.5,0.5000435512,0.0191798336356246,8.710239999998315e-05,True
15.700000000000001,0.48,Bimodal,0.5,0.500045009,0.019504932925724364,9.001800000008053e-05,True
15.700000000000001,0.47000000000000003,Bimodal,0.5,0.5000448924,0.019482854111769414,8.978480000010336e-05,True
15.700000000000001,0.46,Bimodal,0.5,0.5000449794,0.019498717473639106,8.995880000006728e-05,True
15.700000000000001,0.45,Bimodal,0.5,0.500045261,0.019552418379366155,9.05220000000373e-05,True
15.600000000000001,0.95,Bimodal,0.5,0.5000029692,0.005008211398347065,5.9383999999607084e-06,True
15.600000000000001,0.94,Bimodal,0.5,0.50000423,0.006010193878003458,8.460000000098944e-06,True
15.600000000000001,0.9299999999999999,Bimodal,0.5,0.5000056979999999,0.007012298467261272,1.139599999988583e-05,True
15.600000000000001,0.92,Bimodal,0.5,0.5000060284,0.007213987689736582,1.2056799999937695e-05,True
15.600000000000001,0.91,Bimodal,0.5,0.5000063752,0.007407338901761285,1.2750400000038908e-05,True
15.600000000000001,0.9,Bimodal,0.5,0.5000069537999999,0.00772545019310867,1.3907599999862796e-05,True
15.600000000000001,0.89,Bimodal,0.5,0.5000077655999999,0.00815365140651159,1.5531199999863077e-05,True
15.600000000000001,0.88,Bimodal,0.5,0.5000087918,0.008675607865989659,1.7583600000037336e-05,True
15.600000000000001,0.87,Bimodal,0.5,0.5000100319999999,0.009275459607715558,2.0063999999875293e-05,True
15.600000000000001,0.8600000000000001,Bimodal,0.5,0.5000114798,0.00993908457253584,2.2959600000094227e-05,True
15.600000000000001,0.8500000000000001,Bimodal,0.5,0.5000122008,0.010256996534252124,2.4401599999945844e-05,True
15.600000000000001,0.8400000000000001,Bimodal,0.5,0.500012387,0.010329152366818604,2.477399999989416e-05,True
15.600000000000001,0.8300000000000001,Bimodal,0.5,0.5000128086,0.01049336023034332,2.5617199999938833e-05,True
15.600000000000001,0.8200000000000001,Bimodal,0.5,0.5000134589999999,0.010745320854491603,2.6917999999875875e-05,True
15.600000000000001,0.81,Bimodal,0.5,0.500014329,0.011078965975151957,2.8657999999959216e-05,True
15.600000000000001,0.8,Bimodal,0.5,0.5000154138,0.01148710777085152,3.0827600000060684e-05,True
15.600000000000001,0.79,Bimodal,0.5,0.5000167056,0.011962063984274678,3.341119999999975e-05,True
15.600000000000001,0.78,Bimodal,0.5,0.5000181978,0.012496147992385681,3.6395600000016515e-05,True
15.600000000000001,0.77,Bimodal,0.5,0.5000190501999999,0.01279507344470406,3.810039999985193e-05,True
15.600000000000001,0.76,Bimodal,0.5,0.5000191986,0.012840428824585179,3.8397199999984366e-05,True
15.600000000000001,0.75,Bimodal,0.5,0.5000195748,0.012956846969223714,3.914960000006573e-05,True
15.600000000000001,0.74,Bimodal,0.5,0.5000201734,0.0131423545309452,4.034680000009061e-05,True
15.600000000000001,0.73,Bimodal,0.5,0.5000209852,0.013394015762594528,4.197040000009089e-05,True
15.600000000000001,0.72,Bimodal,0.5,0.5000220056,0.013708107648199571,4.4011199999971495e-05,True
15.600000000000001,0.71,Bimodal,0.5,0.5000232252,0.01408038643843755,4.645039999995326e-05,True
15.600000000000001,0.7,Bimodal,0.5,0.500024643,0.014506326239877089,4.9286000000092756e-05,True
15.600000000000001,0.69,Bimodal,0.5,0.5000262491999999,0.014981288698056329,5.249839999987849e-05,True
15.600000000000001,0.68,Bimodal,0.5,0.5000266626000001,0.015103446195175303,5.332520000012053e-05,True
15.600000000000001,0.67,Bimodal,0.5,0.500026812,0.015141052353873311,5.362399999997436e-05,True
15.600000000000001,0.66,Bimodal,0.5,0.500027177,0.015235287065561483,5.43539999999787e-05,True
15.600000000000001,0.65,Bimodal,0.5,0.5000277524,0.015385068928525519,5.550479999993918e-05,True
15.600000000000001,0.64,Bimodal,0.5,0.5000285353999999,0.015588721464909461,5.707079999983655e-05,True
15.600000000000001,0.63,Bimodal,0.5,0.5000295134,0.015844134156692044,5.9026800000028246e-05,True
15.600000000000001,0.62,Bimodal,0.5,0.5000306858,0.01614880239481664,6.137159999997088e-05,True
15.600000000000001,0.61,Bimodal,0.5,0.500032045,0.016499947206246958,6.408999999996112e-05,True
15.600000000000001,0.6,Bimodal,0.5,0.500033587,0.016894643459190065,6.717400000000318e-05,True
15.600000000000001,0.5900000000000001,Bimodal,0.5,0.5000353032,0.017329873486078267,7.060640000000618e-05,True
15.600000000000001,0.5800000000000001,Bimodal,0.5,0.5000352548,0.017318971522443126,7.050959999999051e-05,True
15.600000000000001,0.5700000000000001,Bimodal,0.5,0.5000354112,0.017352930171634497,7.082239999989248e-05,True
15.600000000000001,0.56,Bimodal,0.5,0.500035773,0.01743266470249448,7.154600000003342e-05,True
15.600000000000001,0.55,Bimodal,0.5,0.5000363326,0.017557518079221724,7.266520000004384e-05,True
15.600000000000001,0.54,Bimodal,0.5,0.500037086,0.017726510263450842,7.417199999992796e-05,True
15.600000000000001,0.53,Bimodal,0.5,0.5000380272,0.01793836838610835,7.605440000002517e-05,True
15.600000000000001,0.52,Bimodal,0.5,0.5000391496000001,0.018191565382050818,7.829920000013146e-05,True
15.600000000000001,0.51,Bimodal,0.5,0.5000404502,0.018484395824557527,8.090039999997245e-05,True
15.600000000000001,0.5,Bimodal,0.5,0.5000419218,0.018814977449876803,8.384359999991098e-05,True
15.600000000000001,0.49,Bimodal,0.5,0.5000435599999999,0.019181346307452805,8.711999999988507e-05,True
15.600000000000001,0.48,Bimodal,0.5,0.5000450246,0.019507891345682288,9.00491999999975e-05,True
15.600000000000001,0.47000000000000003,Bimodal,0.5,0.5000449078,0.019485644736437595,8.981559999998723e-05,True
15.600000000000001,0.46,Bimodal,0.5,0.5000449932,0.01950134419299912,8.998639999990843e-05,True
15.600000000000001,0.45,Bimodal,0.5,0.5000452734,0.0195548902323959,9.054680000009085e-05,True
15.5,0.95,Bimodal,0.5,0.5000029694,0.0050083471814922845,5.938799999993805e-06,True
15.5,0.94,Bimodal,0.5,0.5000042311999999,0.0060103622912367725,8.462399999853432e-06,True
15.5,0.9299999999999999,Bimodal,0.5,0.5000056986,0.007012497916802875,1.139719999998512e-05,True
15.5,0.92,Bimodal,0.5,0.5000060304,0.007214284976449165,1.2060800000046612e-05,True
15.5,0.91,Bimodal,0.5,0.500006377,0.007407737305795159,1.2753999999892685e-05,True
15.5,0.9,Bimodal,0.5,0.500006958,0.007725934301662338,1.3915999999891682e-05,True
15.5,0.89,Bimodal,0.5,0.5000077654,0.008154214578721976,1.5530800000052025e-05,True
15.5,0.88,Bimodal,0.5,0.500008793,0.008676235903757027,1.758600000001387e-05,True
15.5,0.87,Bimodal,0.5,0.5000100357999999,0.009276141713057994,2.0071599999837986e-05,True
15.5,0.8600000000000001,Bimodal,0.5,0.5000114828,0.009939813333897509,2.2965599999924535e-05,True
15.5,0.8500000000000001,Bimodal,0.5,0.5000122028,0.010257807030914983,2.440560000005476e-05,True
15.5,0.8400000000000001,Bimodal,0.5,0.5000123896,0.01033006754121642,2.4779200000102364e-05,True
15.5,0.8300000000000001,Bimodal,0.5,0.5000128108,0.010494375035955331,2.5621600000080846e-05,True
15.5,0.8200000000000001,Bimodal,0.5,0.5000134588,0.010746423734383375,2.6917600000064823e-05,True
15.5,0.81,Bimodal,0.5,0.5000143324,0.011080140806974012,2.866480000007776e-05,True
15.5,0.8,Bimodal,0.5,0.5000154168000001,0.011488350596520088,3.083360000011304e-05,True
15.5,0.79,Bimodal,0.5,0.500016708,0.011963360870098234,3.341599999995282e-05,True
15.5,0.78,Bimodal,0.5,0.5000182014,0.012497490455862605,3.640279999994611e-05,True
15.5,0.77,Bimodal,0.5,0.500019055,0.012796448648135774,3.8109999999980104e-05,True
15.5,0.76,Bimodal,0.5,0.5000192036000001,0.012841817678600063,3.8407200000145636e-05,True
15.5,0.75,Bimodal,0.5,0.5000195808000001,0.012958251362384722,3.916160000017044e-05,True
15.5,0.74,Bimodal,0.5,0.5000201778000001,0.013143775817014407,4.035560000015259e-05,True
15.5,0.73,Bimodal,0.5,0.50002099,0.013395437748069023,4.197999999999702e-05,True
