epsilon_0j,alpha_outflow,distribution,final_load,avg_load,load_std,load_inflation,converged
16.0,0.95,Bimodal,0.032267,0.5240180358,0.43546422599560036,0.0480360715999999,False
16.0,0.94,Bimodal,0.044438,0.5245791209999999,0.4423237658862281,0.04915824199999985,False
16.0,0.9299999999999999,Bimodal,0.090987,0.5230637114,0.43074574551833633,0.04612742279999993,False
16.0,0.92,Bimodal,0.5,0.5005897424000001,0.06917459473062398,0.0011794848000001856,True
16.0,0.91,Bimodal,0.5,0.5004767412,0.06219860246787232,0.0009534823999999276,True
16.0,0.9,Bimodal,0.5,0.5003482894,0.053127596065039286,0.0006965787999999584,True
16.0,0.89,Bimodal,0.5,0.5002946036,0.04887094214516944,0.000589207199999997,True
16.0,0.88,Bimodal,0.5,0.50026761,0.04657468377760709,0.0005352199999999474,True
16.0,0.87,Bimodal,0.5,0.5002450106,0.04457228250478121,0.0004900212000000792,True
16.0,0.8600000000000001,Bimodal,0.5,0.5002267918,0.042891968671490886,0.00045358359999991826,True
16.0,0.8500000000000001,Bimodal,0.5,0.500210495,0.04131675110441696,0.0004209900000000655,True
16.0,0.8400000000000001,Bimodal,0.5,0.5001928974000001,0.03953891137714152,0.00038579480000011657,True
16.0,0.8300000000000001,Bimodal,0.5,0.5001782756,0.0380203518539356,0.0003565512000001103,True
16.0,0.8200000000000001,Bimodal,0.5,0.5001669754,0.03679826638577141,0.00033395079999998245,True
16.0,0.81,Bimodal,0.5,0.5001580398,0.035809312725934815,0.00031607959999990776,True
16.0,0.8,Bimodal,0.5,0.5001504618,0.034952067518447365,0.0003009236000000026,True
16.0,0.79,Bimodal,0.5,0.500142519,0.03401298538548779,0.0002850379999999042,True
16.0,0.78,Bimodal,0.5,0.5001352768,0.03313788509944403,0.00027055360000005635,True
16.0,0.77,Bimodal,0.5,0.500128986,0.03236539384938192,0.0002579719999999952,True
16.0,0.76,Bimodal,0.5,0.5001235828,0.03169274000720318,0.0002471656000000433,True
16.0,0.75,Bimodal,0.5,0.5001198374,0.03121040006436631,0.0002396747999999782,True
16.0,0.74,Bimodal,0.5,0.5001164678,0.030766909277239046,0.0002329355999999283,True
16.0,0.73,Bimodal,0.5,0.5001133868,0.030358049423389245,0.00022677359999989655,True
16.0,0.72,Bimodal,0.5,0.5001105848,0.029981502659899448,0.0002211696000000707,True
16.0,0.71,Bimodal,0.5,0.5001080242,0.029635172309510495,0.0002160484000000018,True
16.0,0.7,Bimodal,0.5,0.5001056906,0.029317151565751706,0.00021138119999997151,True
16.0,0.69,Bimodal,0.5,0.5001035652000001,0.029025661807538895,0.00020713040000019944,True
16.0,0.68,Bimodal,0.5,0.5001016321999999,0.028759046330803367,0.00020326439999984736,True
16.0,0.67,Bimodal,0.5,0.5000998738,0.028515808293464166,0.0001997475999999665,True
16.0,0.66,Bimodal,0.5,0.5000982836,0.02829449934799769,0.00019656719999994188,True
16.0,0.65,Bimodal,0.5,0.5000968370000001,0.028093808535840075,0.00019367400000014356,True
16.0,0.64,Bimodal,0.5,0.5000955356000001,0.027912478968224283,0.0001910712000001702,True
16.0,0.63,Bimodal,0.5,0.5000943606,0.02774932507291967,0.00018872120000001935,True
16.0,0.62,Bimodal,0.5,0.500093308,0.02760324920733964,0.0001866159999999173,True
16.0,0.61,Bimodal,0.5,0.5000923642,0.02747321621894752,0.00018472840000005597,True
16.0,0.6,Bimodal,0.5,0.500091529,0.02735821449569466,0.0001830579999999582,True
16.0,0.5900000000000001,Bimodal,0.5,0.5000907888,0.02725732948357762,0.00018157760000003798,True
16.0,0.5800000000000001,Bimodal,0.5,0.5000900702,0.027160029275037908,0.00018014039999991738,True
16.0,0.5700000000000001,Bimodal,0.5,0.5000889213999999,0.026998478379163887,0.00017784279999988328,True
16.0,0.56,Bimodal,0.5,0.5000878639999999,0.026848898019629735,0.0001757279999998751,True
16.0,0.55,Bimodal,0.5,0.5000868872,0.026710642094893572,0.00017377440000010402,True
16.0,0.54,Bimodal,0.5,0.5000859892,0.02658308440721662,0.00017197840000005016,True
16.0,0.53,Bimodal,0.5,0.5000851654,0.026465651939987508,0.0001703308000000625,True
16.0,0.52,Bimodal,0.5,0.5000844102,0.026357753541238753,0.00016882040000010257,True
16.0,0.51,Bimodal,0.5,0.5000837187999999,0.026258881755740076,0.0001674375999998201,True
16.0,0.5,Bimodal,0.5,0.5000830902,0.026168541610301212,0.00016618039999993783,True
16.0,0.49,Bimodal,0.5,0.5000825155999999,0.026086265570511233,0.0001650311999998877,True
16.0,0.48,Bimodal,0.5,0.5000819975999999,0.026011575010831293,0.00016399519999987788,True
16.0,0.47000000000000003,Bimodal,0.5,0.5000815278,0.025944048760277227,0.0001630556000000727,True
16.0,0.46,Bimodal,0.5,0.500081107,0.02588325123335229,0.00016221399999993835,True
16.0,0.45,Bimodal,0.5,0.5000807291999999,0.025828788338442703,0.00016145839999981426,True
15.9,0.95,Bimodal,0.04268,0.5246014443999999,0.44252582102779736,0.04920288879999979,False
15.9,0.94,Bimodal,0.045401,0.5241427732,0.43823683263331287,0.048285546400000046,False
15.9,0.9299999999999999,Bimodal,1.0,0.5229682132,0.4261630135176743,0.04593642639999995,False
15.9,0.92,Bimodal,0.5,0.5005655743999999,0.06774243040776715,0.0011311487999998704,True
15.9,0.91,Bimodal,0.5,0.5004153534,0.05803415261647655,0.0008307067999999695,True
15.9,0.9,Bimodal,0.5,0.5003239872,0.051222698381160336,0.0006479744000000842,True
15.9,0.89,Bimodal,0.5,0.5002828418,0.04788768849622912,0.0005656836000000887,True
15.9,0.88,Bimodal,0.5,0.5002571002,0.04564881898867453,0.0005142004000000533,True
15.9,0.87,Bimodal,0.5,0.5002366535999999,0.04380743351887564,0.0004733071999998284,True
15.9,0.8600000000000001,Bimodal,0.5,0.5002203892,0.04228642404474303,0.0004407784000000081,True
15.9,0.8500000000000001,Bimodal,0.5,0.5002040654000001,0.040674642439203254,0.00040813080000012825,True
15.9,0.8400000000000001,Bimodal,0.5,0.500187546,0.03898811095622704,0.0003750920000000768,True
