epsilon_0j,alpha_outflow,distribution,final_load,avg_load,load_std,load_inflation,converged
15.8,0.81,Spike,0.008269,0.5283940008000001,0.46559208085756254,0.05678800160000019,False
15.8,0.8,Spike,0.00382,0.5287051058,0.46462300360684244,0.05741021159999993,False
15.8,0.79,Spike,1.0,0.5282082123999999,0.463864357787254,0.056416424799999865,False
15.8,0.78,Spike,1.0,0.5279102274,0.4628500307442289,0.055820454800000086,False
15.8,0.77,Spike,1.0,0.5277633679999999,0.46263178704991204,0.0555267359999998,False
15.8,0.76,Spike,0.006071,0.5280675037999999,0.4609025283932817,0.05613500759999979,False
15.8,0.75,Spike,0.006959,0.5279354302,0.46032212486488144,0.0558708604,False
15.8,0.74,Spike,1.0,0.527040871,0.4604607324448627,0.05408174199999993,False
15.8,0.73,Spike,1.0,0.5274266637999999,0.45932263803446544,0.054853327599999835,False
15.8,0.72,Spike,1.0,0.5272077064,0.4548515129620471,0.05441541280000006,False
15.8,0.71,Spike,1.0,0.5261619304,0.452371954974389,0.052323860800000066,False
15.8,0.7,Spike,0.02147,0.5262147714,0.45012794546211543,0.052429542799999895,False
15.8,0.69,Spike,1.0,0.5258562118,0.44705323642842937,0.051712423599999946,False
15.8,0.68,Spike,1.0,0.5261793875999999,0.44771357512663995,0.052358775199999874,False
15.8,0.67,Spike,0.056734,0.5249056918,0.4428751242360924,0.049811383600000037,False
15.8,0.66,Spike,1.0,0.5246407388,0.43952977446903313,0.0492814775999999,False
15.8,0.65,Spike,1.0,0.5244394592,0.43709849274129153,0.048878918400000027,False
15.8,0.64,Spike,0.285353,0.5234474592,0.43385412118675293,0.04689491840000004,False
15.8,0.63,Spike,0.035851,0.5238906226,0.43149851627069,0.04778124519999993,False
15.8,0.62,Spike,1.0,0.5226327940000001,0.4238412459159928,0.045265588000000134,False
15.8,0.61,Spike,1.0,0.5220652646,0.42002567097469234,0.044130529200000046,False
15.8,0.6,Spike,0.06041,0.5230231879999999,0.42444757548389866,0.04604637599999983,False
15.8,0.5900000000000001,Spike,0.284231,0.5207211332,0.40971056646685106,0.04144226640000004,False
15.8,0.5800000000000001,Spike,1.0,0.5209660568,0.40565174630428147,0.04193211359999993,False
15.8,0.5700000000000001,Spike,1.0,0.5208662354,0.40892258890294214,0.04173247079999998,False
15.8,0.56,Spike,1.0,0.519521917,0.3931896475137474,0.03904383400000011,False
15.8,0.55,Spike,0.871745,0.5184013331999999,0.38687328631031204,0.03680266639999985,False
15.8,0.54,Spike,1.0,0.5177020488,0.37750311607427395,0.03540409760000007,False
15.8,0.53,Spike,0.12049,0.5172517488,0.37200806655814894,0.034503497600000044,False
15.8,0.52,Spike,0.125039,0.5165352430000001,0.36420910571713744,0.03307048600000018,False
15.8,0.51,Spike,0.864247,0.5151337422,0.35211746451474657,0.030267484399999933,False
15.8,0.5,Spike,0.702173,0.5142032408,0.34218419738862943,0.028406481600000033,False
15.8,0.49,Spike,0.235837,0.5133949908000001,0.32762317802435476,0.026789981600000123,False
15.8,0.48,Spike,0.579992,0.5120966324,0.31086119611901547,0.02419326480000006,False
15.8,0.47000000000000003,Spike,0.97121,0.510602197,0.2912107735838811,0.02120439399999996,False
15.8,0.46,Spike,0.974576,0.5090572126,0.27122895191023294,0.01811442520000006,False
15.8,0.45,Spike,0.377972,0.5080277776,0.25231175113027104,0.016055555199999905,False
15.700000000000001,0.95,Spike,0.002188,0.5295308088,0.4726985063841626,0.05906161760000006,False
15.700000000000001,0.94,Spike,0.036116,0.529304971,0.47291430171719306,0.058609941999999915,False
15.700000000000001,0.9299999999999999,Spike,0.622046,0.5292179908,0.472962274196989,0.058435981599999964,False
15.700000000000001,0.92,Spike,1.0,0.5293436573999999,0.47219478789071645,0.05868731479999978,False
15.700000000000001,0.91,Spike,1.0,0.5301388938,0.4718423185767357,0.06027778760000002,False
15.700000000000001,0.9,Spike,0.001463,0.5296733882,0.47155380834063126,0.05934677639999997,False
15.700000000000001,0.89,Spike,0.002643,0.5293645848,0.47114596605922965,0.058729169600000075,False
15.700000000000001,0.88,Spike,1.0,0.5297351344000001,0.4709950016888794,0.05947026880000017,False
15.700000000000001,0.87,Spike,0.461546,0.5299030683999999,0.4710981886822836,0.0598061367999998,False
15.700000000000001,0.8600000000000001,Spike,0.284303,0.5285493004,0.4704196429247096,0.057098600800000066,False
15.700000000000001,0.8500000000000001,Spike,1.0,0.5293006086,0.4715338020310987,0.05860121720000011,False
15.700000000000001,0.8400000000000001,Spike,1.0,0.5292771826,0.4705750697945905,0.058554365200000014,False
15.700000000000001,0.8300000000000001,Spike,1.0,0.5296799008,0.47350161602376983,0.059359801600000095,False
15.700000000000001,0.8200000000000001,Spike,0.003291,0.5289537440000001,0.4663500960280522,0.05790748800000012,False
15.700000000000001,0.81,Spike,1.0,0.5287754012,0.4654268023102223,0.05755080239999999,False
15.700000000000001,0.8,Spike,1.0,0.5277688154,0.46454511087645123,0.05553763079999996,False
15.700000000000001,0.79,Spike,0.033379,0.5276706256,0.46396150757051524,0.0553412512,False
15.700000000000001,0.78,Spike,1.0,0.527719503,0.46296067894030196,0.05543900600000007,False
15.700000000000001,0.77,Spike,0.022728,0.5274641586,0.4616399298766903,0.05492831719999991,False
15.700000000000001,0.76,Spike,1.0,0.5277597618000001,0.46054473312629285,0.05551952360000012,False
15.700000000000001,0.75,Spike,1.0,0.5268307430000001,0.4592868527150764,0.0536614860000002,False
15.700000000000001,0.74,Spike,1.0,0.5271154513999999,0.4611036593697535,0.05423090279999987,False
15.700000000000001,0.73,Spike,1.0,0.5273608222,0.45734604714983174,0.05472164440000005,False
15.700000000000001,0.72,Spike,1.0,0.52713833,0.4541970817649725,0.05427665999999998,False
15.700000000000001,0.71,Spike,1.0,0.5266420078000001,0.45234418792849884,0.05328401560000029,False
15.700000000000001,0.7,Spike,1.0,0.525969036,0.4485396196617391,0.051938072,False
15.700000000000001,0.69,Spike,1.0,0.5263188705999999,0.4509107173102952,0.052637741199999866,False
15.700000000000001,0.68,Spike,1.0,0.5254973851999999,0.44620435136628783,0.05099477039999978,False
15.700000000000001,0.67,Spike,1.0,0.5250087418,0.443342823520798,0.05001748360000002,False
15.700000000000001,0.66,Spike,1.0,0.5243582886,0.4370259305568991,0.0487165772,False
15.700000000000001,0.65,Spike,1.0,0.5245296936,0.436497638902653,0.049059387200000026,False
15.700000000000001,0.64,Spike,0.054366,0.5238761944,0.4334665406489902,0.04775238879999999,False
15.700000000000001,0.63,Spike,0.183752,0.5230884608,0.4304365432158255,0.04617692160000009,False
15.700000000000001,0.62,Spike,0.363656,0.5231415444,0.42387573146316637,0.046283088800000094,False
15.700000000000001,0.61,Spike,1.0,0.5225402245999999,0.4203258485422279,0.04508044919999987,False
15.700000000000001,0.6,Spike,0.050726,0.52243395,0.4195232212800733,0.04486790000000007,False
15.700000000000001,0.5900000000000001,Spike,1.0,0.521286647,0.41007618967824677,0.042573294000000095,False
15.700000000000001,0.5800000000000001,Spike,0.087407,0.5205462310000001,0.40434031790192215,0.04109246200000016,False
15.700000000000001,0.5700000000000001,Spike,1.0,0.5196897916,0.3964545781378031,0.0393795831999999,False
15.700000000000001,0.56,Spike,0.076142,0.5194089356,0.3918110986532043,0.03881787120000002,False
15.700000000000001,0.55,Spike,1.0,0.5187960372,0.3856877251055854,0.03759207440000001,False
15.700000000000001,0.54,Spike,0.17309,0.5176010905999999,0.37771116877962846,0.03520218119999985,False
15.700000000000001,0.53,Spike,0.342981,0.5167936946,0.3713065544841495,0.03358738920000004,False
15.700000000000001,0.52,Spike,0.208496,0.5160873399999999,0.3624848038768162,0.03217467999999979,False
15.700000000000001,0.51,Spike,1.0,0.515501222,0.351180504124179,0.031002444000000073,False
15.700000000000001,0.5,Spike,1.0,0.5141363461999999,0.3397768269354171,0.028272692399999855,False
15.700000000000001,0.49,Spike,0.307929,0.5131644012000001,0.32449224264516713,0.02632880240000013,False
15.700000000000001,0.48,Spike,1.0,0.5116009776,0.30702241165395056,0.023201955200000013,False
15.700000000000001,0.47000000000000003,Spike,0.344397,0.5099320771999999,0.28712294981282477,0.01986415439999978,False
15.700000000000001,0.46,Spike,0.221789,0.5089002856,0.26762206869606525,0.017800571200000004,False
15.700000000000001,0.45,Spike,0.30893,0.5075035776,0.24859757353284376,0.015007155199999955,False
15.600000000000001,0.95,Spike,1.0,0.5295635888000001,0.47236708281735085,0.05912717760000019,False
15.600000000000001,0.94,Spike,1.0,0.5301799212,0.47208649318723467,0.06035984240000003,False
15.600000000000001,0.9299999999999999,Spike,0.000855,0.5297998232,0.47181152459027575,0.05959964639999993,False
15.600000000000001,0.92,Spike,1.0,0.5302147789999999,0.47187125104631983,0.06042955799999983,False
15.600000000000001,0.91,Spike,1.0,0.5290370802000001,0.4713696877396404,0.05807416040000013,False
15.600000000000001,0.9,Spike,1.0,0.5296071992,0.4711284876129233,0.05921439839999998,False
15.600000000000001,0.89,Spike,1.0,0.5294662932,0.4711681132692385,0.0589325864000001,False
15.600000000000001,0.88,Spike,0.002741,0.5293424304000001,0.4709120269276742,0.05868486080000013,False
15.600000000000001,0.87,Spike,1.0,0.5291924272,0.470867818281065,0.058384854400000075,False
15.600000000000001,0.8600000000000001,Spike,1.0,0.529307811,0.4712736259349824,0.058615622000000034,False
15.600000000000001,0.8500000000000001,Spike,1.0,0.5292894058,0.4712338255544222,0.05857881159999989,False
15.600000000000001,0.8400000000000001,Spike,1.0,0.529791681,0.47422212942103176,0.05958336199999992,False
15.600000000000001,0.8300000000000001,Spike,0.002437,0.5290918668,0.46635072778842485,0.058183733599999954,False
15.600000000000001,0.8200000000000001,Spike,1.0,0.5287125121999999,0.46618856912106077,0.05742502439999986,False
15.600000000000001,0.81,Spike,0.023927,0.5279687482000001,0.46558758113761745,0.05593749640000012,False
15.600000000000001,0.8,Spike,0.020685,0.5277854900000001,0.4639743344609238,0.05557098000000016,False
15.600000000000001,0.79,Spike,0.009983,0.5280602155999999,0.4634748272599389,0.056120431199999876,False
15.600000000000001,0.78,Spike,1.0,0.5279246744,0.4638559455939752,0.05584934880000003,False
15.600000000000001,0.77,Spike,0.008487,0.5279251121999999,0.46131193179234553,0.05585022439999987,False
15.600000000000001,0.76,Spike,0.23509,0.5269235393999999,0.4603574339883053,0.05384707879999984,False
15.600000000000001,0.75,Spike,1.0,0.5271642294000001,0.46128764601653954,0.054328458800000146,False
15.600000000000001,0.74,Spike,1.0,0.5275728204,0.46387570657254057,0.05514564079999995,False
15.600000000000001,0.73,Spike,1.0,0.5267294118,0.45604047447498003,0.05345882359999998,False
15.600000000000001,0.72,Spike,1.0,0.5262261262,0.4531931655344825,0.052452252399999955,False
15.600000000000001,0.71,Spike,1.0,0.5261571554,0.4511867265211252,0.05231431079999993,False
15.600000000000001,0.7,Spike,1.0,0.5258652734,0.44773938967842863,0.0517305468,False
15.600000000000001,0.69,Spike,0.025241,0.5259906342,0.4488841043268753,0.05198126840000006,False
15.600000000000001,0.68,Spike,0.035836,0.5255061332,0.4461345701242003,0.051012266399999895,False
15.600000000000001,0.67,Spike,1.0,0.5253641312,0.44247805370123683,0.05072826240000006,False
15.600000000000001,0.66,Spike,1.0,0.5241633515999999,0.43536695805859293,0.048326703199999876,False
15.600000000000001,0.65,Spike,1.0,0.5245426456,0.43632484006683764,0.049085291199999936,False
15.600000000000001,0.64,Spike,0.167899,0.523380862,0.4329718444698215,0.046761724000000005,False
15.600000000000001,0.63,Spike,0.196649,0.5225612796,0.42559287363975823,0.04512255919999997,False
15.600000000000001,0.62,Spike,0.52343,0.5230483852,0.4230530026587039,0.04609677039999993,False
15.600000000000001,0.61,Spike,0.055904,0.5223839498,0.41984759506083696,0.04476789960000005,False
15.600000000000001,0.6,Spike,0.052943,0.5215457274,0.41104698998685896,0.043091454800000095,False
15.600000000000001,0.5900000000000001,Spike,1.0,0.5213133004,0.40856997923317456,0.042626600800000025,False
15.600000000000001,0.5800000000000001,Spike,0.396197,0.5200323988,0.4036216868877179,0.040064797599999924,False
15.600000000000001,0.5700000000000001,Spike,0.227049,0.5193315702,0.396186894625474,0.03866314039999996,False
15.600000000000001,0.56,Spike,0.424922,0.51947541,0.3913484333655908,0.03895081999999994,False
15.600000000000001,0.55,Spike,0.251167,0.5181423344000001,0.38493354568348215,0.03628466880000025,False
15.600000000000001,0.54,Spike,0.84493,0.5173771478000001,0.37643158906040985,0.03475429560000021,False
15.600000000000001,0.53,Spike,0.436756,0.5165605658000001,0.3687898307767113,0.033121131600000187,False
15.600000000000001,0.52,Spike,1.0,0.516116106,0.36189925320066435,0.03223221200000004,False
15.600000000000001,0.51,Spike,0.143392,0.5151991214,0.3493748626130773,0.03039824280000003,False
15.600000000000001,0.5,Spike,1.0,0.5139654767999999,0.3372259301291663,0.027930953599999864,False
15.600000000000001,0.49,Spike,0.57832,0.5129432012,0.321408528393773,0.025886402400000064,False
15.600000000000001,0.48,Spike,1.0,0.5111959638,0.3025239267691044,0.022391927599999972,False
15.600000000000001,0.47000000000000003,Spike,0.366437,0.5100443678,0.2832142834793928,0.020088735599999907,False
15.600000000000001,0.46,Spike,0.409427,0.5083927982,0.26388296685985557,0.016785596400000102,False
15.600000000000001,0.45,Spike,0.916868,0.5074087304,0.24480071355184735,0.014817460800000015,False
15.5,0.95,Spike,0.000484,0.5299449784,0.47193921224023283,0.05988995679999998,False
15.5,0.94,Spike,0.015176,0.5291267096000001,0.4714882582906179,0.058253419200000156,False
15.5,0.9299999999999999,Spike,1.0,0.52915184,0.4715262378639344,0.05830368000000008,False
15.5,0.92,Spike,1.0,0.5298635964000001,0.47156945630956626,0.05972719280000027,False
15.5,0.91,Spike,1.0,0.5298203610000001,0.4715746054242736,0.059640722000000146,False
15.5,0.9,Spike,0.484719,0.5299783433999999,0.4710725490705905,0.05995668679999988,False
15.5,0.89,Spike,1.0,0.5287818052000001,0.47077288389946104,0.05756361040000013,False
15.5,0.88,Spike,1.0,0.5291925164,0.47137650637767675,0.05838503279999996,False
15.5,0.87,Spike,1.0,0.5292423505999999,0.4710562007494853,0.05848470119999982,False
15.5,0.8600000000000001,Spike,1.0,0.5293710102000001,0.4716695606262494,0.058742020400000206,False
15.5,0.8500000000000001,Spike,1.0,0.5297906248,0.47473788444183607,0.05958124960000011,False
15.5,0.8400000000000001,Spike,0.002757,0.5290849276,0.4671134436215408,0.058169855200000065,False
15.5,0.8300000000000001,Spike,1.0,0.528689347,0.466774156793306,0.05737869400000006,False
15.5,0.8200000000000001,Spike,0.016506,0.528100749,0.4658492982900318,0.05620149800000007,False
15.5,0.81,Spike,0.004066,0.5286410726,0.464611356710583,0.05728214520000008,False
15.5,0.8,Spike,1.0,0.528712962,0.4637856669509164,0.057425923999999906,False
15.5,0.79,Spike,1.0,0.5278097063999999,0.4638012972366846,0.05561941279999982,False
15.5,0.78,Spike,1.0,0.5276099866,0.46208339833629947,0.05521997320000005,False
15.5,0.77,Spike,1.0,0.5281694306,0.46115162359780515,0.05633886119999998,False
15.5,0.76,Spike,1.0,0.5268960654,0.45965600868146705,0.053792130800000004,False
15.5,0.75,Spike,1.0,0.5271557955999999,0.4613204930865024,0.05431159119999984,False
15.5,0.74,Spike,1.0,0.527248643,0.4588574594597659,0.05449728599999992,False
15.5,0.73,Spike,0.326412,0.5262841476000001,0.4558251833429918,0.05256829520000017,False
15.5,0.72,Spike,0.085817,0.5260950688,0.4538333777598958,0.05219013760000002,False
15.5,0.71,Spike,1.0,0.5258119478000001,0.4502351958544777,0.051623895600000136,False
15.5,0.7,Spike,1.0,0.5259720186,0.4479217974192229,0.05194403719999996,False
15.5,0.69,Spike,0.017642,0.5260575211999999,0.44779518415791847,0.05211504239999987,False
15.5,0.68,Spike,1.0,0.5250162926,0.44442337803008175,0.05003258520000009,False
15.5,0.67,Spike,1.0,0.5247535576,0.44125983209186426,0.04950711519999995,False
15.5,0.66,Spike,1.0,0.524424469,0.4377127204316664,0.0488489379999999,False
15.5,0.65,Spike,0.275734,0.5236072728,0.43520696369890594,0.047214545599999935,False
15.5,0.64,Spike,1.0,0.5239305926,0.43329234370361114,0.047861185199999934,False
15.5,0.63,Spike,0.068448,0.5228149472,0.42482061996081594,0.04562989439999998,False
15.5,0.62,Spike,1.0,0.5225119904,0.4243210205929554,0.04502398079999992,False
15.5,0.61,Spike,0.675292,0.5218426474,0.4200148022561661,0.04368529479999994,False
15.5,0.6,Spike,1.0,0.5211711168,0.4117201505285271,0.04234223359999989,False
15.5,0.5900000000000001,Spike,1.0,0.5212373306,0.4072021274112032,0.042474661199999986,False
15.5,0.5800000000000001,Spike,1.0,0.5204368892000001,0.4059521216060182,0.04087377840000017,False
15.5,0.5700000000000001,Spike,1.0,0.5196082058,0.39503619629313286,0.0392164116,False
15.5,0.56,Spike,0.234215,0.5186568144,0.38975548704086366,0.0373136288,False
15.5,0.55,Spike,0.46214,0.5184720608000001,0.38896414112190814,0.03694412160000016,False
15.5,0.54,Spike,1.0,0.5176806318,0.37521259075912616,0.035361263600000026,False
15.5,0.53,Spike,1.0,0.5167497318,0.3673738548656385,0.03349946359999989,False
15.5,0.52,Spike,1.0,0.5164130299999999,0.3626621885785531,0.03282605999999988,False
15.5,0.51,Spike,0.181622,0.5148170658,0.34737712153987077,0.029634131599999947,False
