num_shards,epsilon_j0,alpha_inflow,distribution,final_load,avg_load,load_std,load_inflation,converged
5,16.0,0.95,Spike,1.0,0.8918589034000001,0.30141209122916995,0.7837178068000001,False
5,16.0,0.94,Spike,1.0,0.8417309922,0.35729215716467105,0.6834619844,False
5,16.0,0.9299999999999999,Spike,1.0,0.7938162068,0.39763847655657425,0.5876324136,False
5,16.0,0.92,Spike,1.0,0.7488396756,0.42726194971792664,0.49767935119999995,False
5,16.0,0.91,Spike,1.0,0.7141193192,0.4456178601307071,0.4282386384000001,False
5,16.0,0.9,Spike,1.0,0.702488709,0.4510222796152498,0.4049774180000001,False
5,16.0,0.89,Spike,1.0,0.7126110146,0.44635125184039565,0.42522202919999996,False
5,16.0,0.88,Spike,0.0,0.6898706954,0.4564730272827173,0.3797413908,False
5,16.0,0.87,Spike,0.0,0.6281685254,0.4774941041559937,0.2563370508,False
5,16.0,0.8600000000000001,Spike,0.0,0.542512356,0.49253113831981155,0.08502471200000006,False
5,16.0,0.8500000000000001,Spike,1.0,0.5693934387999999,0.48920388233462553,0.13878687759999986,False
5,16.0,0.8400000000000001,Spike,1.0,0.610150482,0.481676829501112,0.220300964,False
5,16.0,0.8300000000000001,Spike,0.0,0.5709494712,0.4889667023530866,0.1418989423999999,False
5,16.0,0.8200000000000001,Spike,1.0,0.5595992118,0.49018391531207534,0.1191984236000001,False
5,16.0,0.81,Spike,0.0,0.582076954,0.48689134367471165,0.16415390800000007,False
5,16.0,0.8,Spike,1.0,0.5554957862,0.4903454459610664,0.1109915723999999,False
5,16.0,0.79,Spike,0.0,0.5543070056,0.4903631014180504,0.10861401120000003,False
5,16.0,0.78,Spike,1.0,0.5695706668,0.48818279376628265,0.13914133360000003,False
5,16.0,0.77,Spike,1.0,0.5442477490000001,0.4906279909768879,0.08849549800000012,False
5,16.0,0.76,Spike,1.0,0.5322053664,0.4911377154818008,0.06441073280000009,False
5,16.0,0.75,Spike,1.0,0.5363255368000001,0.4904067517761135,0.07265107360000012,False
5,16.0,0.74,Spike,1.0,0.5385511457999999,0.4899655835638666,0.0771022915999997,False
5,16.0,0.73,Spike,1.0,0.550865633,0.488281079685888,0.10173126600000004,False
5,16.0,0.72,Spike,0.0,0.5368677598,0.48907889868657817,0.07373551960000002,False
5,16.0,0.71,Spike,1.0,0.5342144696,0.4884707725495933,0.06842893919999993,False
5,16.0,0.7,Spike,0.010625,0.5312269356000001,0.48799274786925884,0.06245387120000023,False
5,16.0,0.69,Spike,0.000263,0.5330902202000001,0.4869751921710342,0.06618044040000015,False
5,16.0,0.68,Spike,0.000111,0.533445544,0.4860449215028671,0.06689108799999999,False
5,16.0,0.67,Spike,1.0,0.530773414,0.4847283231585824,0.061546828,False
5,16.0,0.66,Spike,1.0,0.5374780412,0.48314184900293816,0.07495608239999996,False
5,16.0,0.65,Spike,1.0,0.5294052536,0.48233463779409547,0.05881050720000003,False
5,16.0,0.64,Spike,0.011843,0.5303301024,0.48065011283920406,0.060660204800000006,False
5,16.0,0.63,Spike,0.002816,0.5308865856,0.4788642900405373,0.06177317120000003,False
5,16.0,0.62,Spike,1.0,0.5306853912,0.4764182683428576,0.061370782400000046,False
5,16.0,0.61,Spike,1.0,0.5305489928000001,0.47462741095136934,0.06109798560000024,False
5,16.0,0.6,Spike,1.0,0.5285144244,0.47270384017242745,0.05702884879999992,False
5,16.0,0.5900000000000001,Spike,5.5e-05,0.5318591074,0.46941495087710067,0.06371821479999995,False
5,16.0,0.5800000000000001,Spike,1.0,0.5271778490000001,0.4666693366624638,0.054355698000000174,False
5,16.0,0.5700000000000001,Spike,1.0,0.5268280676,0.46430758315876,0.05365613520000001,False
5,16.0,0.56,Spike,1.0,0.527628515,0.4609698224690519,0.05525702999999993,False
5,16.0,0.55,Spike,1.0,0.5273724700000001,0.4562672705499812,0.054744940000000186,False
5,16.0,0.54,Spike,0.119279,0.5256839148,0.4514487288065511,0.05136782959999997,False
5,16.0,0.53,Spike,0.038128,0.525895833,0.4480570742241724,0.05179166599999996,False
5,16.0,0.52,Spike,0.280659,0.5244137074,0.44410179879171874,0.04882741480000008,False
5,16.0,0.51,Spike,1.0,0.5252502962000001,0.4389458159493378,0.050500592400000155,False
5,16.0,0.5,Spike,0.227493,0.523350657,0.43381233374192424,0.046701314000000105,False
5,16.0,0.49,Spike,0.037065,0.5236779953999999,0.4283033550717245,0.04735599079999986,False
5,16.0,0.48,Spike,0.023381,0.5233470138,0.42297992170858856,0.046694027600000076,False
5,16.0,0.47000000000000003,Spike,0.556667,0.5212416038000002,0.4157264819840528,0.04248320760000035,False
5,16.0,0.46,Spike,0.081287,0.5215042357999999,0.4117852539825875,0.043008471599999876,False
5,16.0,0.45,Spike,0.2757,0.5201112438,0.40422160729710516,0.04022248759999991,False
5,15.9,0.95,Spike,1.0,0.8975815201999999,0.29380889885637135,0.7951630403999999,False
5,15.9,0.94,Spike,1.0,0.8507236868,0.3484712618788404,0.7014473736,False
5,15.9,0.9299999999999999,Spike,1.0,0.8057949998,0.38849036787583224,0.6115899996,False
5,15.9,0.92,Spike,1.0,0.7630272464,0.4186067079966617,0.5260544927999999,False
5,15.9,0.91,Spike,1.0,0.7305803314000001,0.4373431429357014,0.46116066280000023,False
5,15.9,0.9,Spike,1.0,0.7196248561999999,0.44296703441764707,0.4392497123999999,False
5,15.9,0.89,Spike,1.0,0.7289116904,0.43826290638859294,0.45782338080000007,False
5,15.9,0.88,Spike,0.0,0.6642097398,0.46633707329554963,0.32841947959999995,False
5,15.9,0.87,Spike,0.0,0.5906877645999999,0.4859729643347503,0.18137552919999989,False
5,15.9,0.8600000000000001,Spike,1.0,0.5350591946000001,0.49291211550783254,0.07011838920000013,False
5,15.9,0.8500000000000001,Spike,1.0,0.5888691166,0.4860623520721618,0.17773823319999993,False
5,15.9,0.8400000000000001,Spike,0.0,0.6249729037999999,0.477983408853057,0.24994580759999985,False
5,15.9,0.8300000000000001,Spike,0.0,0.5427141525999999,0.49217453607322786,0.08542830519999978,False
5,15.9,0.8200000000000001,Spike,1.0,0.567577169,0.48911455454893543,0.13515433799999998,False
5,15.9,0.81,Spike,0.0,0.5566269096,0.49048612917534024,0.1132538192000001,False
5,15.9,0.8,Spike,1.0,0.5693844718000001,0.4885286571678956,0.13876894360000014,False
