num_shards,epsilon_j0,alpha_inflow,distribution,final_load,avg_load,load_std,load_inflation,converged
7,16.0,0.95,Spike,1.0,0.8814538032,0.31449012582132985,0.7629076064,False
7,16.0,0.94,Spike,1.0,0.8275646176,0.3702938605973069,0.6551292352,False
7,16.0,0.9299999999999999,Spike,1.0,0.7756482608,0.4104338142970636,0.5512965216000001,False
7,16.0,0.92,Spike,1.0,0.7256275542,0.4398998900606134,0.45125510840000005,False
7,16.0,0.91,Spike,1.0,0.6948266853999999,0.4544164000314046,0.38965337079999984,False
7,16.0,0.9,Spike,1.0,0.6892470796,0.4567999769518404,0.37849415919999996,False
7,16.0,0.89,Spike,1.0,0.705471171,0.4497461965390596,0.410942342,False
7,16.0,0.88,Spike,0.0,0.6992796634,0.45241827274362184,0.39855932680000006,False
7,16.0,0.87,Spike,0.0,0.6546160784,0.4695656643758174,0.30923215680000005,False
7,16.0,0.8600000000000001,Spike,0.0,0.5750711762,0.48860985960774544,0.15014235240000007,False
7,16.0,0.8500000000000001,Spike,1.0,0.5470617377999999,0.4918450556705078,0.09412347559999978,False
7,16.0,0.8400000000000001,Spike,1.0,0.607773898,0.48217874274891404,0.21554779600000007,False
7,16.0,0.8300000000000001,Spike,0.0,0.5872902769999999,0.4863093471420143,0.17458055399999983,False
7,16.0,0.8200000000000001,Spike,1.0,0.5441264276,0.491802111677772,0.08825285519999992,False
7,16.0,0.81,Spike,0.0,0.5925801384,0.4849605529111658,0.18516027680000002,False
7,16.0,0.8,Spike,1.0,0.5482956626,0.4910764152448007,0.09659132519999991,False
7,16.0,0.79,Spike,0.0,0.557869082,0.4899260349210635,0.11573816399999992,False
7,16.0,0.78,Spike,1.0,0.5571432944,0.48969792683355556,0.11428658879999998,False
7,16.0,0.77,Spike,1.0,0.5363608780000001,0.49130820043311235,0.07272175600000019,False
7,16.0,0.76,Spike,0.0,0.5429353661999999,0.49063013793111004,0.08587073239999987,False
7,16.0,0.75,Spike,0.0,0.5392077932,0.4905962413056206,0.07841558640000001,False
7,16.0,0.74,Spike,0.38417,0.529918759,0.4905288771779974,0.05983751799999992,False
7,16.0,0.73,Spike,1.0,0.5320212564,0.4897959920650688,0.06404251279999995,False
7,16.0,0.72,Spike,1.0,0.5404329604,0.4886930282035623,0.08086592079999999,False
7,16.0,0.71,Spike,0.0,0.5392632498,0.4882649827890321,0.07852649959999991,False
7,16.0,0.7,Spike,1.0,0.5423680823999999,0.4871965618832134,0.08473616479999979,False
7,16.0,0.69,Spike,1.0,0.5326185888,0.4871221028958535,0.06523717760000003,False
7,16.0,0.68,Spike,1.0,0.5321371124,0.4860445936273159,0.06427422479999989,False
7,16.0,0.67,Spike,1.0,0.5359212044,0.4848107143933462,0.07184240880000003,False
7,16.0,0.66,Spike,0.0,0.5378655856,0.48370903933043824,0.07573117119999995,False
7,16.0,0.65,Spike,1.0,0.533084661,0.48227280479030965,0.06616932199999992,False
7,16.0,0.64,Spike,0.000139,0.5327235365999999,0.4808303068875294,0.06544707319999987,False
7,16.0,0.63,Spike,0.473763,0.5285543556,0.4792871784717929,0.05710871119999994,False
7,16.0,0.62,Spike,1.0,0.5315997774,0.4771244871727925,0.06319955479999995,False
7,16.0,0.61,Spike,0.000357,0.5315622982000001,0.47523741754814597,0.06312459640000023,False
7,16.0,0.6,Spike,1.0,0.5331744218,0.4729851862066808,0.06634884359999993,False
7,16.0,0.5900000000000001,Spike,0.000266,0.5312287846,0.47115874373169936,0.06245756920000001,False
7,16.0,0.5800000000000001,Spike,0.024296,0.5284837506,0.4682527017432673,0.05696750119999994,False
7,16.0,0.5700000000000001,Spike,1.0,0.5307984328,0.4648377937914167,0.061596865600000106,False
7,16.0,0.56,Spike,0.000466,0.5296934406,0.4607310570529066,0.05938688120000002,False
7,16.0,0.55,Spike,1.0,0.5277244376000001,0.4575180976520343,0.05544887520000019,False
7,16.0,0.54,Spike,0.024341,0.5267457148,0.453490800428509,0.05349142959999997,False
7,16.0,0.53,Spike,1.0,0.5256776486,0.44956470327424986,0.05135529719999998,False
7,16.0,0.52,Spike,1.0,0.5267738218,0.4479016844152266,0.05354764359999997,False
7,16.0,0.51,Spike,1.0,0.5247225390000001,0.44037896789949327,0.0494450780000002,False
7,16.0,0.5,Spike,0.176724,0.5236626592000001,0.43542911408050017,0.047325318400000205,False
7,16.0,0.49,Spike,0.025274,0.524065115,0.42982872030068725,0.04813022999999994,False
7,16.0,0.48,Spike,1.0,0.5227197590000001,0.4255304320054699,0.045439518000000234,False
7,16.0,0.47000000000000003,Spike,0.200076,0.5219918433999999,0.4206580486578901,0.043983686799999866,False
7,16.0,0.46,Spike,1.0,0.5224942276,0.41560637309585785,0.044988455199999944,False
7,16.0,0.45,Spike,0.156425,0.5208867564,0.40895859718566757,0.04177351280000008,False
7,15.9,0.95,Spike,1.0,0.8875472546000001,0.3069491258853814,0.7750945092000001,False
7,15.9,0.94,Spike,1.0,0.8370328264,0.361703177006978,0.6740656528,False
7,15.9,0.9299999999999999,Spike,1.0,0.7883138216000001,0.4016457465397323,0.5766276432000002,False
7,15.9,0.92,Spike,1.0,0.7415383162,0.43140231482993313,0.4830766324,False
7,15.9,0.91,Spike,1.0,0.7126816656,0.44638307011583467,0.4253633312,False
7,15.9,0.9,Spike,1.0,0.7072592689999999,0.4488513589547419,0.4145185379999998,False
7,15.9,0.89,Spike,1.0,0.7222309966000001,0.44167236999735954,0.44446199320000024,False
7,15.9,0.88,Spike,0.0,0.7021163558,0.4511612212645885,0.40423271159999996,False
7,15.9,0.87,Spike,0.0,0.58833974,0.48639974686161036,0.17667948,False
7,15.9,0.8600000000000001,Spike,1.0,0.5347790224000001,0.49294873569954334,0.06955804480000016,False
7,15.9,0.8500000000000001,Spike,1.0,0.5811074436000001,0.48740429610085617,0.1622148872000002,False
7,15.9,0.8400000000000001,Spike,1.0,0.6127944014,0.48103952087674395,0.22558880279999993,False
7,15.9,0.8300000000000001,Spike,0.0,0.5688649405999999,0.48922806388200646,0.13772988119999985,False
7,15.9,0.8200000000000001,Spike,1.0,0.5597990092,0.49009848123009186,0.11959801840000006,False
7,15.9,0.81,Spike,0.0,0.5678779718,0.4890451070175623,0.13575594359999998,False
7,15.9,0.8,Spike,1.0,0.5598501366,0.4897938030759971,0.1197002732000001,False
7,15.9,0.79,Spike,0.0,0.5495790844,0.49082204460582923,0.09915816880000006,False
7,15.9,0.78,Spike,1.0,0.5684544786000001,0.48822956052988903,0.13690895720000018,False
7,15.9,0.77,Spike,1.0,0.5537342092,0.48973682042425615,0.1074684184000001,False
7,15.9,0.76,Spike,1.0,0.5352767406,0.4910958735364676,0.07055348119999993,False
7,15.9,0.75,Spike,1.0,0.5420578890000001,0.49004363753132574,0.08411577800000014,False
7,15.9,0.74,Spike,1.0,0.5381785582,0.4899202049135915,0.07635711640000009,False
7,15.9,0.73,Spike,1.0,0.5485752372,0.4886778645601644,0.09715047440000002,False
7,15.9,0.72,Spike,0.0,0.5406210478,0.488719528815459,0.08124209559999995,False
7,15.9,0.71,Spike,1.0,0.5381614499999999,0.4881577272850896,0.07632289999999986,False
7,15.9,0.7,Spike,0.175051,0.52976427,0.4879845913662431,0.059528540000000074,False
7,15.9,0.69,Spike,0.0,0.537516499,0.48656677450611674,0.07503299799999996,False
7,15.9,0.68,Spike,8e-06,0.5348358376,0.4859205859739963,0.06967167519999995,False
7,15.9,0.67,Spike,0.025292,0.530469235,0.4853026682662421,0.06093846999999997,False
7,15.9,0.66,Spike,1.0,0.5355432983999999,0.4833268950029237,0.07108659679999985,False
7,15.9,0.65,Spike,0.000239,0.5326084098,0.4822676049658772,0.06521681960000003,False
7,15.9,0.64,Spike,2e-06,0.534999957,0.48010317219256465,0.06999991400000005,False
7,15.9,0.63,Spike,0.001332,0.531293754,0.4789584398030384,0.06258750800000001,False
7,15.9,0.62,Spike,1.0,0.529958538,0.4768969410598816,0.05991707600000007,False
7,15.9,0.61,Spike,0.000754,0.5311013858,0.47477205932961064,0.062202771599999984,False
7,15.9,0.6,Spike,2.6e-05,0.5326763942,0.4728342657463463,0.06535278840000003,False
7,15.9,0.5900000000000001,Spike,0.000472,0.5307765072,0.46995186845740716,0.06155301440000005,False
7,15.9,0.5800000000000001,Spike,1.0,0.5272571048,0.466934923988371,0.054514209599999974,False
7,15.9,0.5700000000000001,Spike,0.001197,0.5296453028,0.46462819861017807,0.05929060559999999,False
7,15.9,0.56,Spike,0.000331,0.52988483,0.46080258501083615,0.05976965999999995,False
7,15.9,0.55,Spike,0.271527,0.5260102583999999,0.4576671194206363,0.05202051679999986,False
7,15.9,0.54,Spike,0.028909,0.5267778572,0.4544686125789625,0.053555714400000065,False
7,15.9,0.53,Spike,0.002645,0.5275490894,0.4501657834810994,0.05509817880000001,False
7,15.9,0.52,Spike,0.046027,0.5253195347999999,0.4440341354158287,0.050639069599999864,False
7,15.9,0.51,Spike,0.058609,0.5250387403999999,0.44280114516247504,0.05007748079999974,False
7,15.9,0.5,Spike,0.136557,0.5238643832,0.4360697396059502,0.0477287663999999,False
7,15.9,0.49,Spike,0.05027,0.5237327366000001,0.4304451159568892,0.04746547320000016,False
7,15.9,0.48,Spike,0.101768,0.5228441118,0.42540177601163215,0.04568822360000002,False
7,15.9,0.47000000000000003,Spike,1.0,0.5226812754000001,0.41994739372501083,0.04536255080000018,False
7,15.9,0.46,Spike,0.167192,0.521394519,0.4142027867437655,0.042789038,False
7,15.9,0.45,Spike,1.0,0.520639291,0.4082351742979264,0.0412785819999999,False
7,15.8,0.95,Spike,1.0,0.8932850527999999,0.29947824526270744,0.7865701055999998,False
7,15.8,0.94,Spike,1.0,0.8459407296000001,0.3532016247293735,0.6918814592000002,False
7,15.8,0.9299999999999999,Spike,1.0,0.8002169372,0.39278470415335304,0.6004338744,False
7,15.8,0.92,Spike,1.0,0.7564423502,0.42271057264679174,0.5128847003999999,False
7,15.8,0.91,Spike,1.0,0.7294128447999999,0.43797839648777415,0.4588256895999998,False
7,15.8,0.9,Spike,1.0,0.7242196926,0.44062490933536685,0.44843938519999993,False
