epsilon_j0,alpha_inflow,distribution,final_load,avg_load,load_std,load_inflation,converged
15.700000000000001,0.8400000000000001,Spike,1.0,0.9877822669999999,0.08073217349417722,0.9755645339999999,False
15.700000000000001,0.8300000000000001,Spike,1.0,0.9877754237999999,0.08075318547145588,0.9755508475999999,False
15.700000000000001,0.8200000000000001,Spike,1.0,0.9877739239999999,0.08077196902657946,0.9755478479999997,False
15.700000000000001,0.81,Spike,0.0,0.9462888426000001,0.21269010292388826,0.8925776852000002,False
15.700000000000001,0.8,Spike,0.0,0.7797840474000001,0.40768874555574885,0.5595680948000001,False
15.700000000000001,0.79,Spike,0.0,0.6542961937999999,0.46973853067734694,0.30859238759999985,False
15.700000000000001,0.78,Spike,0.0,0.5495026310000001,0.49194997392633705,0.09900526200000015,False
15.700000000000001,0.77,Spike,1.0,0.5838079446,0.4868879075761125,0.16761588919999992,False
15.700000000000001,0.76,Spike,1.0,0.6450731452,0.47226583406843203,0.29014629040000006,False
15.700000000000001,0.75,Spike,0.0,0.6602109540000001,0.4672738897193549,0.32042190800000014,False
15.700000000000001,0.74,Spike,0.0,0.5589795226000001,0.490446486067552,0.11795904520000011,False
15.700000000000001,0.73,Spike,1.0,0.5829277038,0.48653483403932796,0.16585540760000006,False
15.700000000000001,0.72,Spike,0.0,0.5907766242,0.48511763777592753,0.18155324839999998,False
15.700000000000001,0.71,Spike,1.0,0.5544238967999999,0.4900856053238961,0.10884779359999985,False
15.700000000000001,0.7,Spike,0.0,0.5706390845999999,0.48787547963742484,0.1412781691999998,False
15.700000000000001,0.69,Spike,1.0,0.566335433,0.4880533775769871,0.132670866,False
15.700000000000001,0.68,Spike,1.0,0.5373706744,0.4905864546457625,0.07474134879999994,False
15.700000000000001,0.67,Spike,9.9e-05,0.534138033,0.4907468611935394,0.06827606599999991,False
15.700000000000001,0.66,Spike,7e-06,0.5354873534,0.4901110015150863,0.07097470679999995,False
15.700000000000001,0.65,Spike,1.0,0.5299437626,0.48940307696336655,0.05988752519999996,False
15.700000000000001,0.64,Spike,1.0,0.541800564,0.4879630184458778,0.08360112799999997,False
15.700000000000001,0.63,Spike,0.0,0.5453776144,0.48690651428606263,0.09075522879999998,False
15.700000000000001,0.62,Spike,1.0,0.5396332508,0.4862794874977933,0.07926650160000004,False
15.700000000000001,0.61,Spike,1.0,0.5317012684,0.4856209972372611,0.06340253679999996,False
15.700000000000001,0.6,Spike,1.0,0.5307414484,0.4844026183227429,0.061482896800000075,False
15.700000000000001,0.5900000000000001,Spike,1.0,0.5370996986,0.482641662341745,0.0741993971999999,False
15.700000000000001,0.5800000000000001,Spike,0.000129,0.5329387082,0.4814665189392215,0.0658774164,False
15.700000000000001,0.5700000000000001,Spike,0.0,0.5370687662,0.4794177028646555,0.07413753239999998,False
15.700000000000001,0.56,Spike,6e-06,0.5340894162000001,0.47706959469376803,0.06817883240000011,False
15.700000000000001,0.55,Spike,0.335645,0.5280295704,0.474916929311669,0.05605914079999996,False
15.700000000000001,0.54,Spike,0.000102,0.5319348378000001,0.47202734761373916,0.06386967560000012,False
15.700000000000001,0.53,Spike,1e-05,0.5327651487999999,0.46861347888297794,0.06553029759999984,False
15.700000000000001,0.52,Spike,0.53524,0.5269195834,0.46593288983546194,0.053839166800000005,False
15.700000000000001,0.51,Spike,1.0,0.5310750868,0.4633198059618822,0.06215017360000008,False
15.700000000000001,0.5,Spike,1.0,0.5290496826,0.45739927299096705,0.05809936519999992,False
15.700000000000001,0.49,Spike,0.013219,0.5271217976,0.45324677715232353,0.054243595199999994,False
15.700000000000001,0.48,Spike,0.001285,0.527754694,0.44808610154212797,0.05550938799999994,False
15.700000000000001,0.47000000000000003,Spike,0.020444,0.5256657596,0.44253154466279726,0.0513315191999999,False
15.700000000000001,0.46,Spike,0.470304,0.5234751078000001,0.436393752765142,0.04695021560000012,False
15.700000000000001,0.45,Spike,1.0,0.5243702146,0.43063990103334615,0.04874042919999999,False
15.600000000000001,0.95,Spike,1.0,0.5935754724,0.48525150811911594,0.18715094479999994,False
15.600000000000001,0.94,Spike,0.0,0.8376237794000001,0.36105872099744835,0.6752475588000002,False
15.600000000000001,0.9299999999999999,Spike,1.0,0.9878805902,0.07984521247414947,0.9757611803999999,False
15.600000000000001,0.92,Spike,1.0,0.9878489884,0.08009948449230526,0.9756979768,False
15.600000000000001,0.91,Spike,1.0,0.9878280225999999,0.08029225591394751,0.9756560451999998,False
15.600000000000001,0.9,Spike,1.0,0.9878166206,0.08043398447971176,0.9756332412,False
15.600000000000001,0.89,Spike,1.0,0.987812311,0.08053459908535862,0.975624622,False
15.600000000000001,0.88,Spike,1.0,0.9878132470000001,0.08060438295580413,0.9756264940000001,False
15.600000000000001,0.87,Spike,1.0,0.9878180543999999,0.08065258070032828,0.9756361087999998,False
15.600000000000001,0.8600000000000001,Spike,1.0,0.9878158735999999,0.0806884765147693,0.9756317471999998,False
15.600000000000001,0.8500000000000001,Spike,1.0,0.9877962978,0.08071163642806961,0.9755925956,False
15.600000000000001,0.8400000000000001,Spike,1.0,0.9877824872000001,0.08072744857748325,0.9755649744000001,False
15.600000000000001,0.8300000000000001,Spike,1.0,0.987775764,0.08074866207878251,0.975551528,False
15.600000000000001,0.8200000000000001,Spike,1.0,0.9877743274,0.08076751196367737,0.9755486548000001,False
15.600000000000001,0.81,Spike,0.0,0.888601412,0.305674298425126,0.777202824,False
15.600000000000001,0.8,Spike,0.0,0.7344830712,0.43527400778155195,0.4689661424,False
15.600000000000001,0.79,Spike,0.0,0.6171453146,0.480370113414754,0.2342906292,False
15.600000000000001,0.78,Spike,1.0,0.5389563632,0.4925487230486006,0.07791272639999991,False
15.600000000000001,0.77,Spike,1.0,0.605608864,0.4826792911112937,0.21121772800000005,False
15.600000000000001,0.76,Spike,1.0,0.6631632884,0.46632507144777724,0.3263265768000001,False
15.600000000000001,0.75,Spike,0.0,0.6262457566,0.4775866704261825,0.2524915132000001,False
15.600000000000001,0.74,Spike,1.0,0.5330245438,0.4925455533996201,0.06604908759999994,False
15.600000000000001,0.73,Spike,1.0,0.6019446084,0.48292993527469175,0.20388921679999994,False
15.600000000000001,0.72,Spike,0.0,0.5644888576,0.4893614425654662,0.1289777152,False
15.600000000000001,0.71,Spike,1.0,0.5750957918,0.4873601243257259,0.15019158360000007,False
15.600000000000001,0.7,Spike,0.0,0.5454784318,0.4909149946345717,0.09095686359999999,False
15.600000000000001,0.69,Spike,0.0,0.5804651542,0.48589175689998926,0.1609303084,False
15.600000000000001,0.68,Spike,1.0,0.5566911214,0.4886959749336264,0.11338224279999998,False
15.600000000000001,0.67,Spike,1.0,0.5442308392,0.48945205102115025,0.08846167840000008,False
15.600000000000001,0.66,Spike,1.0,0.5427779898,0.4890340284847181,0.08555597960000005,False
15.600000000000001,0.65,Spike,1.0,0.5481410032,0.4879310125771028,0.09628200640000006,False
15.600000000000001,0.64,Spike,0.0,0.5489728474000001,0.48723447210490023,0.09794569480000015,False
15.600000000000001,0.63,Spike,1.0,0.5323439437999999,0.4874958601478988,0.06468788759999988,False
15.600000000000001,0.62,Spike,0.0,0.5407111134,0.4861222938814268,0.0814222268,False
15.600000000000001,0.61,Spike,0.0,0.5434802012,0.48440106143598943,0.08696040239999991,False
15.600000000000001,0.6,Spike,0.0,0.5393821428000001,0.4835154113518267,0.07876428560000015,False
15.600000000000001,0.5900000000000001,Spike,0.000635,0.5322238168,0.4826640840201448,0.06444763359999994,False
15.600000000000001,0.5800000000000001,Spike,1.0,0.5394998556,0.4803392234272434,0.07899971120000004,False
15.600000000000001,0.5700000000000001,Spike,1.0,0.5355496219999999,0.47855576195144,0.07109924399999978,False
15.600000000000001,0.56,Spike,1.0,0.5361857062000001,0.4762031006969234,0.07237141240000011,False
15.600000000000001,0.55,Spike,4.6e-05,0.5327492614,0.4753738128766233,0.06549852280000001,False
15.600000000000001,0.54,Spike,1.3e-05,0.532918964,0.4710734893154038,0.0658379280000001,False
15.600000000000001,0.53,Spike,5.2e-05,0.531814948,0.4680330895257312,0.06362989599999991,False
15.600000000000001,0.52,Spike,0.030482,0.5281125879999999,0.46545608714549475,0.05622517599999988,False
15.600000000000001,0.51,Spike,0.020209,0.52779187,0.46093337114917693,0.055583740000000104,False
15.600000000000001,0.5,Spike,0.212756,0.5261106812,0.4570552222278257,0.05222136240000008,False
15.600000000000001,0.49,Spike,1.0,0.525762875,0.4518263449042759,0.051525749999999926,False
15.600000000000001,0.48,Spike,1.0,0.5251780374,0.44636338556747895,0.05035607480000004,False
15.600000000000001,0.47000000000000003,Spike,0.01736,0.525916822,0.4440311072337606,0.05183364400000001,False
15.600000000000001,0.46,Spike,1.0,0.5246118818000001,0.4360472712007836,0.04922376360000014,False
15.600000000000001,0.45,Spike,0.033553,0.5242116618,0.4319181546802388,0.04842332360000001,False
15.5,0.95,Spike,1.0,0.6248033328,0.478170527716411,0.2496066656,False
15.5,0.94,Spike,0.0,0.7697519312000001,0.4142585577778483,0.5395038624000001,False
15.5,0.9299999999999999,Spike,1.0,0.9878815328,0.07983092081929091,0.9757630656,False
15.5,0.92,Spike,1.0,0.987850051,0.08008620942832367,0.975700102,False
15.5,0.91,Spike,1.0,0.9878291160000001,0.08027984296060188,0.9756582320000002,False
15.5,0.9,Spike,1.0,0.9878176837999999,0.08042245317316488,0.9756353675999998,False
15.5,0.89,Spike,1.0,0.9878133108,0.08052399954272685,0.9756266216,False
15.5,0.88,Spike,1.0,0.9878141680000001,0.08059473408357755,0.9756283360000002,False
15.5,0.87,Spike,1.0,0.9878188908,0.08064387688029719,0.9756377815999999,False
15.5,0.8600000000000001,Spike,1.0,0.9878155872,0.08068116925737097,0.9756311743999999,False
15.5,0.8500000000000001,Spike,1.0,0.9877963232,0.08070611724661611,0.9755926464,False
15.5,0.8400000000000001,Spike,1.0,0.9877827177999999,0.08072261717250996,0.9755654355999999,False
15.5,0.8300000000000001,Spike,1.0,0.9877761134,0.08074403858115235,0.9755522268000001,False
15.5,0.8200000000000001,Spike,1.0,0.9877747382,0.08076297183572685,0.9755494763999999,False
15.5,0.81,Spike,0.0,0.8344692547999999,0.36408454838715293,0.6689385095999998,False
15.5,0.8,Spike,0.0,0.6919153708,0.4556566098576461,0.38383074159999997,False
15.5,0.79,Spike,0.0,0.5821461966,0.4875775500604273,0.1642923932,False
15.5,0.78,Spike,1.0,0.5637937134,0.4900056450046641,0.1275874267999999,False
15.5,0.77,Spike,1.0,0.6262229627999999,0.477693846308706,0.2524459255999998,False
15.5,0.76,Spike,1.0,0.6802907483999999,0.45996201186700064,0.36058149679999985,False
15.5,0.75,Spike,0.0,0.5985311754,0.48408636644958297,0.1970623508,False
15.5,0.74,Spike,1.0,0.5520503928,0.49081688907908205,0.10410078560000002,False
15.5,0.73,Spike,1.0,0.6217002636000001,0.478362660739805,0.24340052720000016,False
15.5,0.72,Spike,0.0,0.5375514570000001,0.4921551844849184,0.07510291400000013,False
15.5,0.71,Spike,1.0,0.5925795386,0.4842938529600634,0.18515907720000002,False
15.5,0.7,Spike,1.0,0.5378027519999999,0.4911134642322156,0.07560550399999988,False
15.5,0.69,Spike,0.0,0.5554528555999999,0.48937407727398835,0.11090571119999981,False
15.5,0.68,Spike,0.0,0.5710368903999999,0.48683143660603223,0.14207378079999988,False
15.5,0.67,Spike,1.0,0.5623417506,0.4875211130272627,0.12468350120000005,False
15.5,0.66,Spike,1.0,0.5607759942,0.48705361046936596,0.12155198840000003,False
15.5,0.65,Spike,0.0,0.5485022474000001,0.4878985972442663,0.09700449480000017,False
15.5,0.64,Spike,0.211092,0.5298442818,0.4885425555553498,0.059688563599999966,False
15.5,0.63,Spike,1.0,0.5494523236,0.4859812696010092,0.09890464719999992,False
15.5,0.62,Spike,1.0,0.5362882564,0.48594164429375475,0.07257651279999999,False
15.5,0.61,Spike,1.0,0.5327216614,0.4848656529338424,0.06544332279999998,False
15.5,0.6,Spike,1.0,0.5350854537999999,0.48355149093192834,0.07017090759999989,False
15.5,0.5900000000000001,Spike,0.0,0.5393881448,0.4817457610524691,0.07877628959999994,False
15.5,0.5800000000000001,Spike,1.0,0.5315532895999999,0.4806379266236466,0.06310657919999985,False
15.5,0.5700000000000001,Spike,1.0,0.5299691406,0.4782112970514255,0.0599382812,False
15.5,0.56,Spike,1.0,0.532678314,0.47596045818549404,0.06535662799999997,False
15.5,0.55,Spike,0.000267,0.5315917703999999,0.47353800994784184,0.06318354079999988,False
15.5,0.54,Spike,1.0,0.53280139,0.47066902646797865,0.06560278000000008,False
15.5,0.53,Spike,0.000292,0.5309827504000001,0.46881533182441726,0.061965500800000184,False
15.5,0.52,Spike,0.256188,0.5269154463999999,0.46470391934894806,0.05383089279999975,False
15.5,0.51,Spike,0.017013,0.5277955894,0.4602967148364866,0.055591178800000085,False
15.5,0.5,Spike,1.0,0.5260361776,0.45638983061834504,0.052072355199999976,False
15.5,0.49,Spike,0.655349,0.5287972252,0.4510481178896092,0.05759445040000011,False
15.5,0.48,Spike,1.0,0.5248232046,0.446292875845296,0.049646409199999963,False
