epsilon_j0,alpha_inflow,distribution,final_load,avg_load,load_std,load_inflation,converged
16.0,0.95,Uniform,1.0,0.5304516322,0.48423117213586175,0.060903264400000046,False
16.0,0.94,Uniform,1.0,0.5295542837999999,0.48314126097785104,0.05910856759999983,False
16.0,0.9299999999999999,Uniform,3.6e-05,0.5327880426,0.48218484007025386,0.06557608520000002,False
16.0,0.92,Uniform,1.0,0.5310258094,0.4811507003781779,0.062051618799999986,False
16.0,0.91,Uniform,0.204537,0.5287988849999999,0.48028878854310664,0.05759776999999988,False
16.0,0.9,Uniform,0.00034,0.5313472936,0.4788007877003837,0.06269458719999998,False
16.0,0.89,Uniform,1.0,0.528863535,0.4779356888120832,0.0577270700000001,False
16.0,0.88,Uniform,0.003282,0.5298659723999999,0.4758843149159541,0.05973194479999977,False
16.0,0.87,Uniform,1.0,0.5291220622,0.47425355692914345,0.05824412440000004,False
16.0,0.8600000000000001,Uniform,1.0,0.5297759489999999,0.47234083820469897,0.059551897999999825,False
16.0,0.8500000000000001,Uniform,0.067435,0.527728714,0.4704168407874288,0.055457427999999975,False
16.0,0.8400000000000001,Uniform,0.021839,0.5280974030000001,0.46847804320474096,0.05619480600000015,False
16.0,0.8300000000000001,Uniform,0.013874,0.5281560594,0.4667383968995917,0.05631211879999998,False
16.0,0.8200000000000001,Uniform,1.0,0.5282156094,0.46493761835307673,0.056431218800000016,False
16.0,0.81,Uniform,1.0,0.5270288625999999,0.46185175542840784,0.05405772519999985,False
16.0,0.8,Uniform,1.0,0.5273814218,0.4600754107213351,0.054762843600000055,False
16.0,0.79,Uniform,0.090723,0.5264841816,0.4599911230356118,0.05296836319999998,False
16.0,0.78,Uniform,0.067565,0.5259413866,0.45415262326828126,0.05188277320000001,False
16.0,0.77,Uniform,0.082085,0.525508329,0.4511403395668085,0.05101665799999999,False
16.0,0.76,Uniform,1.0,0.5258058856000001,0.4474788499809838,0.051611771200000156,False
16.0,0.75,Uniform,1.0,0.5252510232000001,0.44543326649894915,0.05050204640000011,False
16.0,0.74,Uniform,0.74715,0.5255938264000001,0.44229191390264666,0.05118765280000015,False
16.0,0.73,Uniform,1.0,0.5242576788000001,0.4397243701334911,0.04851535760000014,False
16.0,0.72,Uniform,1.0,0.5238423938,0.43641207583232977,0.047684787599999945,False
16.0,0.71,Uniform,0.05308,0.523781846,0.43325255257526746,0.04756369199999999,False
16.0,0.7,Uniform,1.0,0.5229121352,0.4273284878331962,0.04582427040000003,False
16.0,0.69,Uniform,0.654551,0.5229953991999999,0.43101949355358404,0.045990798399999866,False
16.0,0.68,Uniform,0.253717,0.5217002126,0.419445077991845,0.04340042519999998,False
16.0,0.67,Uniform,0.802346,0.5226350004,0.41833452433654095,0.04527000079999999,False
16.0,0.66,Uniform,0.065666,0.5215912684,0.41372194731968376,0.04318253680000006,False
16.0,0.65,Uniform,0.041937,0.5211670192,0.40643489295707746,0.04233403839999994,False
16.0,0.64,Uniform,0.892172,0.5201868556,0.4043618391075409,0.040373711199999995,False
16.0,0.63,Uniform,0.651805,0.5191912028,0.39507190607880915,0.03838240559999995,False
16.0,0.62,Uniform,0.094286,0.5193256881999999,0.3930571637689497,0.038651376399999826,False
16.0,0.61,Uniform,1.0,0.5181601226,0.3796552836073953,0.03632024519999999,False
16.0,0.6,Uniform,0.668353,0.5178745098,0.37504816281781955,0.0357490196000001,False
16.0,0.5900000000000001,Uniform,0.897167,0.516156759,0.36232689879632013,0.03231351800000004,False
16.0,0.5800000000000001,Uniform,0.720304,0.5152758078,0.35334603190040725,0.03055161560000008,False
16.0,0.5700000000000001,Uniform,0.786484,0.5147925868,0.341690086582556,0.029585173599999903,False
16.0,0.56,Uniform,0.385526,0.5138263188,0.3303652796875467,0.02765263759999992,False
16.0,0.55,Uniform,0.986115,0.5124406288,0.3166950370200841,0.02488125759999993,False
